code,description,type
B60z.,Reticulosarcoma Or Lymphosarcoma Nos,CTV3
B61..,Hodgkin's Disease,CTV3
B611.,Hodgkin's Granuloma,CTV3
B6110,Hodgkin's Granuloma Of Unspecified Site,CTV3
B6111,"Hodgkin's Granuloma Of Lymph Nodes Of Head, Face And Neck",CTV3
B6112,Hodgkin's Granuloma Of Intrathoracic Lymph Nodes,CTV3
B6113,Hodgkin's Granuloma Of Intra-Abdominal Lymph Nodes,CTV3
B6114,Hodgkin's Granuloma Of Lymph Nodes Of Axilla And Upper Limb,CTV3
B6115,Hodgkin's Granuloma Lymph Nodes Of Inguinal Region And Leg,CTV3
B6116,Hodgkin's Granuloma Of Intrapelvic Lymph Nodes,CTV3
B6117,Hodgkin's Granuloma Of Spleen,CTV3
B6118,Hodgkin's Granuloma Of Lymph Nodes Of Multiple Sites,CTV3
B611z,Hodgkin's Granuloma Nos,CTV3
B612.,Hodgkin's Sarcoma,CTV3
B6120,Hodgkin's Sarcoma Of Unspecified Site,CTV3
B6121,"Hodgkin's Sarcoma Of Lymph Nodes Of Head, Face And Neck",CTV3
B6122,Hodgkin's Sarcoma Of Intrathoracic Lymph Nodes,CTV3
B6123,Hodgkin's Sarcoma Of Intra-Abdominal Lymph Nodes,CTV3
B6124,Hodgkin's Sarcoma Of Lymph Nodes Of Axilla And Upper Limb,CTV3
B6125,Hodgkin's Sarcoma Of Lymph Nodes Of Inguinal Region And Leg,CTV3
B6126,Hodgkin's Sarcoma Of Intrapelvic Lymph Nodes,CTV3
B6127,Hodgkin's Sarcoma Of Spleen,CTV3
B6128,Hodgkin's Sarcoma Of Lymph Nodes Of Multiple Sites,CTV3
B612z,Hodgkin's Sarcoma Nos,CTV3
B613.,Lymphocyte-Rich Classical Hodgkin Lymphoma,CTV3
B6130,"Hodgkin's, Lymphocytic-Histiocytic Predominance Unspec Site",CTV3
B6131,"Hodgkin's, Lymphocytic-Histiocytic Pred Of Head, Face, Neck",CTV3
B6132,"Hodgkin's, Lymphocytic-Histiocytic Pred Intrathoracic Nodes",CTV3
B6133,"Hodgkin's, Lymphocytic-Histiocytic Pred Intra-Abdominal Node",CTV3
B6134,"Hodgkin's, Lymphocytic-Histiocytic Pred Axilla And Arm",CTV3
B6135,"Hodgkin's, Lymphocytic-Histiocytic Pred Inguinal And Leg",CTV3
B6136,"Hodgkin's, Lymphocytic-Histiocytic Pred Intrapelvic Nodes",CTV3
B6137,"Hodgkin's, Lymphocytic-Histiocytic Predominance Of Spleen",CTV3
B6138,"Hodgkin's, Lymphocytic-Histiocytic Pred Of Multiple Sites",CTV3
B613z,"Hodgkin's, Lymphocytic-Histiocytic Predominance Nos",CTV3
B614.,"Hodgkin's Disease, Nodular Sclerosis",CTV3
B6140,"Hodgkin's Disease, Nodular Sclerosis Of Unspecified Site",CTV3
B6141,"Hodgkin's Nodular Sclerosis Of Head, Face And Neck",CTV3
B6142,Hodgkin's Nodular Sclerosis Of Intrathoracic Lymph Nodes,CTV3
B6143,Hodgkin's Nodular Sclerosis Of Intra-Abdominal Lymph Nodes,CTV3
B6144,Hodgkin's Nodular Sclerosis Of Lymph Nodes Of Axilla And Arm,CTV3
B6145,Hodgkin's Nodular Sclerosis Of Inguinal Region And Leg,CTV3
B6146,Hodgkin's Nodular Sclerosis Of Intrapelvic Lymph Nodes,CTV3
B6147,"Hodgkin's Disease, Nodular Sclerosis Of Spleen",CTV3
B6148,Hodgkin's Nodular Sclerosis Of Lymph Nodes Of Multiple Sites,CTV3
B614z,"Hodgkin's Disease, Nodular Sclerosis Nos",CTV3
B615.,"Hodgkin's Disease, Mixed Cellularity",CTV3
B6150,"Hodgkin's Disease, Mixed Cellularity Of Unspecified Site",CTV3
B6151,"Hodgkin's Mixed Cellularity Of Lymph Nodes Head, Face, Neck",CTV3
B6152,Hodgkin's Mixed Cellularity Of Intrathoracic Lymph Nodes,CTV3
B6153,Hodgkin's Mixed Cellularity Of Intra-Abdominal Lymph Nodes,CTV3
B6154,Hodgkin's Mixed Cellularity Of Lymph Nodes Of Axilla And Arm,CTV3
B6155,Hodgkin's Mixed Cellularity Of Lymph Nodes Inguinal And Leg,CTV3
B6156,Hodgkin's Mixed Cellularity Of Intrapelvic Lymph Nodes,CTV3
B6157,"Hodgkin's Disease, Mixed Cellularity Of Spleen",CTV3
B6158,Hodgkin's Mixed Cellularity Of Lymph Nodes Of Multiple Sites,CTV3
B615z,"Hodgkin's Disease, Mixed Cellularity Nos",CTV3
B616.,"Hodgkin's Disease, Lymphocytic Depletion",CTV3
B6160,Hodgkin's Lymphocytic Depletion Of Unspecified Site,CTV3
B6161,"Hodgkin's Lymphocytic Depletion Of Head, Face And Neck",CTV3
B6162,Hodgkin's Lymphocytic Depletion Of Intrathoracic Lymph Nodes,CTV3
B6163,Hodgkin's Lymphocytic Depletion Intra-Abdominal Lymph Nodes,CTV3
B6164,Hodgkin's Lymphocytic Depletion Lymph Nodes Axilla And Arm,CTV3
B6165,Hodgkin's Lymphocytic Depletion Lymph Nodes Inguinal And Leg,CTV3
B6166,Hodgkin's Lymphocytic Depletion Of Intrapelvic Lymph Nodes,CTV3
B6167,"Hodgkin's Disease, Lymphocytic Depletion Of Spleen",CTV3
B6168,Hodgkin's Lymphocytic Depletion Lymph Nodes Multiple Sites,CTV3
B616z,"Hodgkin's Disease, Lymphocytic Depletion Nos",CTV3
B61z.,Hodgkin's Disease Nos,CTV3
B61z0,"Hodgkin's Disease Nos, Unspecified Site",CTV3
B61z1,"Hodgkin's Disease Nos Of Lymph Nodes Of Head, Face And Neck",CTV3
B61z2,Hodgkin's Disease Nos Of Intrathoracic Lymph Nodes,CTV3
B61z3,Hodgkin's Disease Nos Of Intra-Abdominal Lymph Nodes,CTV3
B61z4,Hodgkin's Disease Nos Of Lymph Nodes Of Axilla And Arm,CTV3
B61z5,Hodgkin's Disease Nos Of Lymph Nodes Inguinal Region And Leg,CTV3
B61z6,Hodgkin's Disease Nos Of Intrapelvic Lymph Nodes,CTV3
B61z7,Hodgkin's Disease Nos Of Spleen,CTV3
B61z8,Hodgkin's Disease Nos Of Lymph Nodes Of Multiple Sites,CTV3
B61zz,Hodgkin's Disease Nos,CTV3
B62..,Other Malignant Neoplasm Of Lymphoid And Histiocytic Tissue,CTV3
B620.,(Nodular Lymphoma: Brill-Symmers) Or (Reticulosarc Foll/Nod),CTV3
B6200,Nodular Lymphoma Of Unspecified Site,CTV3
B6201,"Nodular Lymphoma Of Lymph Nodes Of Head, Face And Neck",CTV3
B6202,Nodular Lymphoma Of Intrathoracic Lymph Nodes,CTV3
B6203,Nodular Lymphoma Of Intra-Abdominal Lymph Nodes,CTV3
B6204,Nodular Lymphoma Of Lymph Nodes Of Axilla And Upper Limb,CTV3
B6205,Nodular Lymphoma Of Lymph Nodes Of Inguinal Region And Leg,CTV3
B6206,Nodular Lymphoma Of Intrapelvic Lymph Nodes,CTV3
B6207,Nodular Lymphoma Of Spleen,CTV3
B6208,Nodular Lymphoma Of Lymph Nodes Of Multiple Sites,CTV3
B620z,Nodular Lymphoma Nos,CTV3
B621.,Mycosis Fungoides,CTV3
B6210,Mycosis Fungoides Of Unspecified Site,CTV3
B6211,"Mycosis Fungoides Of The Lymph Nodes Of Head, Face And Neck",CTV3
B6212,Mycosis Fungoides Of Intrathoracic Lymph Nodes,CTV3
B6213,Mycosis Fungoides Of Intra-Abdominal Lymph Nodes,CTV3
B6214,Mycosis Fungoides Of Lymph Nodes Of Axilla And Upper Limb,CTV3
B6215,Mycosis Fungoides Of Lymph Nodes Of Inguinal Region And Leg,CTV3
B6216,Mycosis Fungoides Of Intrapelvic Lymph Nodes,CTV3
B6217,Mycosis Fungoides Of Spleen,CTV3
B6218,Mycosis Fungoides Of Lymph Nodes Of Multiple Sites,CTV3
B621z,Mycosis Fungoides Nos,CTV3
B622.,Sezary's Disease,CTV3
B6220,Sezary's Disease Of Unspecified Site,CTV3
B6221,"Sezary's Disease Of Lymph Nodes Of Head, Face And Neck",CTV3
B6222,Sezary's Disease Of Intrathoracic Lymph Nodes,CTV3
B6223,Sezary's Disease Of Intra-Abdominal Lymph Nodes,CTV3
B6224,Sezary's Disease Of Lymph Nodes Of Axilla And Upper Limb,CTV3
B6225,Sezary's Disease Of Lymph Nodes Of Inguinal Region And Leg,CTV3
B6226,Sezary's Disease Of Intrapelvic Lymph Nodes,CTV3
B6227,Sezary's Disease Of Spleen,CTV3
B6228,Sezary's Disease Of Lymph Nodes Of Multiple Sites,CTV3
B622z,Sezary's Disease Nos,CTV3
B623.,Malignant Histiocytosis,CTV3
B6230,Malignant Histiocytosis Of Unspecified Site,CTV3
B6231,"Malignant Histiocytosis Of Lymph Nodes Head, Face And Neck",CTV3
B6232,Malignant Histiocytosis Of Intrathoracic Lymph Nodes,CTV3
B6233,Malignant Histiocytosis Of Intra-Abdominal Lymph Nodes,CTV3
B6234,Malignant Histiocytosis Of Lymph Nodes Of Axilla And Arm,CTV3
B6235,Malignant Histiocytosis Of Lymph Nodes Inguinal And Leg,CTV3
B6236,Malignant Histiocytosis Of Intrapelvic Lymph Nodes,CTV3
B6237,Malignant Histiocytosis Of Spleen,CTV3
B6238,Malignant Histiocytosis Of Lymph Nodes Of Multiple Sites,CTV3
B623z,Malignant Histiocytosis Nos,CTV3
B624.,Hairy Cell Leukaemia,CTV3
B6240,Leukaemic Reticuloendotheliosis Of Unspecified Sites,CTV3
B6241,"Leukaemic Reticuloend Of Lymph Nodes Of Head, Face And Neck",CTV3
B6242,Leukaemic Reticuloendotheliosis Of Intrathoracic Lymph Nodes,CTV3
B6243,Leukaemic Reticuloend Of Intra-Abdominal Lymph Nodes,CTV3
B6244,Leukaemic Reticuloend Of Lymph Nodes Of Axilla And Arm,CTV3
B6245,Leukaemic Reticuloend Of Lymph Nodes Inguinal Region And Leg,CTV3
B6246,Leukaemic Reticuloendotheliosis Of Intrapelvic Lymph Nodes,CTV3
B6247,Leukaemic Reticuloendotheliosis Of Spleen,CTV3
B6248,Leukaemic Reticuloend Of Lymph Nodes Of Multiple Sites,CTV3
B624z,Leukaemic Reticuloendotheliosis Nos,CTV3
B625.,Letterer-Siwe Disease,CTV3
B6250,Letterer-Siwe Disease Of Unspecified Sites,CTV3
B6251,"Letterer-Siwe Disease Of Lymph Nodes Of Head, Face And Neck",CTV3
B6252,Letterer-Siwe Disease Of Intrathoracic Lymph Nodes,CTV3
B6253,Letterer-Siwe Disease Of Intra-Abdominal Lymph Nodes,CTV3
B6254,Letterer-Siwe Disease Of Lymph Nodes Of Axilla And Arm,CTV3
B6255,Letterer-Siwe Disease Of Lymph Nodes Inguinal Region And Leg,CTV3
B6256,Letterer-Siwe Disease Of Intrapelvic Lymph Nodes,CTV3
B6257,Letterer-Siwe Disease Of Spleen,CTV3
B6258,Letterer-Siwe Disease Of Lymph Nodes Of Multiple Sites,CTV3
B625z,Letterer-Siwe Disease Nos,CTV3
B626.,Malignant Mast Cell Tumours,CTV3
B6260,Mast Cell Malignancy Of Unspecified Site,CTV3
B6261,"Mast Cell Malignancy Of Lymph Nodes Of Head, Face And Neck",CTV3
B6262,Mast Cell Malignancy Of Intrathoracic Lymph Nodes,CTV3
B6263,Mast Cell Malignancy Of Intra-Abdominal Lymph Nodes,CTV3
B6264,Mast Cell Malignancy Of Lymph Nodes Of Axilla And Upper Limb,CTV3
B6265,Mast Cell Malignancy Of Lymph Nodes Inguinal Region And Leg,CTV3
B6266,Mast Cell Malignancy Of Intrapelvic Lymph Nodes,CTV3
B6267,Mast Cell Malignancy Of Spleen,CTV3
B6268,Mast Cell Malignancy Of Lymph Nodes Of Multiple Sites,CTV3
B626z,Malignant Mast Cell Tumour Nos,CTV3
B627.,Non-Hodgkin's Lymphoma - Disorder,CTV3
B6271,Follicular Non-Hodg Mixed Sml Cleavd & Lge Cell Lymphoma,CTV3
B6273,Diffuse Malignant Lymphoma - Small Non-Cleaved Cell,CTV3
B6274,Malignant Lymphoma - Small Cleaved Cell,CTV3
B6275,Malignant Lymphoma - Mixed Small And Large Cell,CTV3
B6276,Diffuse Non-Hodgkin's Immunoblastic (Diffuse) Lymphoma,CTV3
B6277,Diffuse Non-Hodgkin's Lymphoblastic (Diffuse) Lymphoma,CTV3
B6278,Diffuse Non-Hodgkin's Lymphoma Undifferentiated (Diffuse),CTV3
B627B,Other Types Of Follicular Non-Hodgkin's Lymphoma,CTV3
B627C,Follicular Lymphoma: [Non-Hodgkin's] Or [Nos],CTV3
B62x.,Malignant Lymphoma Otherwise Specified,CTV3
B62x5,Malignant Immunoproliferative Small Intestinal Disease,CTV3
B62y.,Malignant Lymphoma Nos,CTV3
B62y0,Malignant Lymphoma Nos Of Unspecified Site,CTV3
B62y1,"Malignant Lymphoma Nos Of Lymph Nodes Of Head, Face And Neck",CTV3
B62y2,Malignant Lymphoma Nos Of Intrathoracic Lymph Nodes,CTV3
B62y3,Malignant Lymphoma Nos Of Intra-Abdominal Lymph Nodes,CTV3
B62y4,Malignant Lymphoma Nos Of Lymph Nodes Of Axilla And Arm,CTV3
B62y5,Malignant Lymphoma Nos Of Lymph Node Inguinal Region And Leg,CTV3
B62y6,Malignant Lymphoma Nos Of Intrapelvic Lymph Nodes,CTV3
B62y7,Malignant Lymphoma Nos Of Spleen,CTV3
B62y8,Malignant Lymphoma Nos Of Lymph Nodes Of Multiple Sites,CTV3
B62z.,Malignant Neoplasms Of Lymphoid And Histiocytic Tissue Nos,CTV3
B62z0,Unspec Malig Neop Lymphoid/Histiocytic Of Unspecified Site,CTV3
B62z1,Unspec Malig Neop Lymphoid/Histiocytic Lymph Node Head/Neck,CTV3
B62z2,Unspec Malig Neop Lymphoid/Histiocytic Of Intrathoracic Node,CTV3
B62z3,Unspec Malig Neop Lymphoid/Histiocytic Intra-Abdominal Nodes,CTV3
B62z4,Unspec Malig Neop Lymphoid/Histiocytic Lymph Node Axilla/Arm,CTV3
B62z5,Unspec Malig Neop Lymphoid/Histiocytic Nodes Inguinal/Leg,CTV3
B62z6,Unspec Malig Neop Lymphoid/Histiocytic Of Intrapelvic Nodes,CTV3
B62z7,Unspec Malig Neop Lymphoid/Histiocytic Of Spleen,CTV3
B62z8,Unspec Malig Neop Lymphoid/Histiocytic Of Multiple Sites,CTV3
B62zz,(Lymphoid & Histiocytic Malign Nos) Or (Immunoprolif Neopl),CTV3
B63..,Multiple Myeloma And Immunoproliferative Disease,CTV3
B630.,Myeloma,CTV3
B6300,"Malignant Plasma Cell Neoplasm, Extramedullary Plasmacytoma",CTV3
B6302,Plasmacytoma Nos,CTV3
B63y.,Other Immunoproliferative Neoplasms,CTV3
B63z.,Immunoproliferative Neoplasm Or Myeloma Nos,CTV3
B64..,Lymphoid Leukaemia,CTV3
B640.,Acute Lymphoid Leukaemia,CTV3
B641.,Chronic Lymphoid Leukaemia,CTV3
B642.,Subacute Lymphoid Leukaemia,CTV3
B64y.,Other Lymphoid Leukaemia,CTV3
B64y0,Aleukaemic Lymphoid Leukaemia,CTV3
B64y1,Prolymphocytic Leukaemia,CTV3
B64y2,Adult T-Cell Leukaemia,CTV3
B64yz,Other Lymphoid Leukaemia Nos,CTV3
B64z.,Lymphoid Leukaemia Nos,CTV3
B65..,Myeloid Leukaemia,CTV3
B650.,Acute Myeloid Leukaemia,CTV3
B651.,Chronic Myeloid Leukaemia,CTV3
B6510,Chronic Eosinophilic Leukaemia,CTV3
B6512,Chronic Neutrophilic Leukaemia,CTV3
B651z,Chronic Myeloid Leukaemia Nos,CTV3
B652.,Subacute Myeloid Leukaemia,CTV3
B653.,Myeloid Sarcoma,CTV3
B6530,Chloroma,CTV3
B6531,Granulocytic Sarcoma,CTV3
B653z,Myeloid Sarcoma Nos,CTV3
B65y.,Other Myeloid Leukaemia,CTV3
B65y0,Aleukaemic Myeloid Leukaemia,CTV3
B65y1,Acute Promyelocytic Leukaemia,CTV3
B65yz,Other Myeloid Leukaemia Nos,CTV3
B65z.,Myeloid Leukaemia Nos,CTV3
B66..,Monocytic Leukaemia,CTV3
B660.,Acute Monocytic Leukaemia,CTV3
B661.,Chronic Monocytic Leukaemia,CTV3
B662.,Subacute Monocytic Leukaemia,CTV3
B66y.,Other Monocytic Leukaemia,CTV3
B66y0,Aleukaemic Monocytic Leukaemia,CTV3
B66yz,Other Monocytic Leukaemia Nos,CTV3
B66z.,Monocytic Leukaemia Nos,CTV3
B67..,Other Specified Leukaemia,CTV3
B670.,(Acute Erythraemia+Erythroleukaemia) Or( Di Guglielmo's Dis),CTV3
B671.,(Chronic Erythraemia) Or (Heilmeyer - Schoner Disease),CTV3
B672.,Megakaryocytic Leukaemia,CTV3
B673.,Mast Cell Leukaemia,CTV3
B674.,Acute Panmyelosis,CTV3
B675.,Acute Myelofibrosis,CTV3
B67y.,Other And Unspecified Leukaemia,CTV3
B67y0,Lymphosarcoma Cell Leukaemia,CTV3
B67yz,Other And Unspecified Leukaemia Nos,CTV3
B67z.,Other Specified Leukaemia Nos,CTV3
B68..,Leukaemia Of Unspecified Cell Type,CTV3
B680.,Acute Leukaemia Nos,CTV3
B681.,Chronic Leukaemia Nos,CTV3
B682.,Subacute Leukaemia Nos,CTV3
B68y.,Other Leukaemia Of Unspecified Cell Type,CTV3
B68z.,Leukaemia Nos,CTV3
B69..,Myelomonocytic Leukaemia,CTV3
B690.,Acute Myelomonocytic Leukaemia,CTV3
B691.,Chronic Myelomonocytic Leukaemia,CTV3
B692.,Subacute Myelomonocytic Leukaemia,CTV3
B6y..,Malignant Neoplasm Lymphatic Or Haematopoietic Tissue Os,CTV3
B6z..,Malignant Neoplasm Lymphatic Or Haematopoietic Tissue Nos,CTV3
BBg1.,[M]Malignant Lymphoma Nos,CTV3
BBg10,"[M]Malignant Lymphoma, Diffuse Nos",CTV3
BBg2.,"[M]Malignant Lymphoma, Non-Hodgkin's Type",CTV3
BBg3.,"[M]Malignant Lymphoma, Undifferentiated Cell Type Nos",CTV3
BBg4.,"Malignant Lymphoma, Stem Cell Type",CTV3
BBg5.,"[M]Malignant Lymphoma, Convoluted Cell Type Nos",CTV3
BBg6.,[M]Lymphosarcoma Nos,CTV3
BBg7.,"[M]Malignant Lymphoma, Lymphoplasmacytoid Type",CTV3
BBg8.,"[M]Malignant Lymphoma, Immunoblastic Type",CTV3
BBg9.,"[M]Mal Lymphoma, Mix Lymph-Hist Nos (& [Diff Reticulosarc])",CTV3
BBgA.,"[M]Malignant Lymphoma, Centroblastic-Centrocytic, Diffuse",CTV3
BBgB.,"[M]Malignant Lymphoma, Follicular Centre Cell Nos",CTV3
BBgC.,"[M]Malignant Lymphoma, Lymphocytic, Well Differentiated Nos",CTV3
BBgD.,"[M]Malig Lymphoma, Lymphocytic, Intermediate Different Nos",CTV3
BBgE.,"[M]Malignant Lymphoma, Centrocytic",CTV3
BBgF.,"[M]Malignant Lymphoma, Follicular Centre Cell, Cleaved Nos",CTV3
BBgG.,"[M]Malignant Lymphoma, Lymphocytic, Poorly Different Nos",CTV3
BBgH.,[M]Prolymphocytic Lymphosarcoma,CTV3
BBgJ.,"[M]Malignant Lymphoma, Centroblastic Type Nos",CTV3
BBgK.,"[M]Malig Lymphoma, Follicular Centre Cell, Non-Cleaved Nos",CTV3
BBgL.,"[M]Malignant Lymphoma, Small Lymphocytic Nos",CTV3
BBgM.,"[M]Malignant Lymphoma, Small Cleaved Cell, Diffuse",CTV3
BBgN.,"[M]Malign Lymphoma,Lymphocytic,Intermediate Differn, Diffuse",CTV3
BBgP.,"[M]Malignant Lymphoma, Mixed Small And Large Cell, Diffuse",CTV3
BBgQ.,[M]Malignant Lymphomatous Polyposis,CTV3
BBgR.,"[M]Malignant Lymphoma, Large Cell, Diffuse Nos",CTV3
BBgS.,"[M]Malignant Lymphoma, Large Cell, Cleaved, Diffuse",CTV3
BBgT.,"[M]Malignant Lymphoma, Large Cell, Non-Cleaved, Diffuse",CTV3
BBgV.,"[M]Malignant Lymphoma, Small Cell, Non-Cleaved, Diffuse",CTV3
BBgz.,"[M]Lymphoma, Diffuse Or Nos",CTV3
BBh..,Reticulosarcoma Morphology,CTV3
BBh1.,"Reticulosarcoma, Pleomorphic Cell Type",CTV3
BBh2.,"Reticulosarcoma, Nodular",CTV3
BBj..,[M]Hodgkin's Disease,CTV3
BBj0.,[M]Hodgkin's Disease Nos (& [Lymphogranuloma Malignant]),CTV3
BBj1.,"[M]Hodgkin's Disease, Lymphocytic Predominance",CTV3
BBj10,"[M]Hodgkin,S Disease, Lymphocytic Predominance, Diffuse",CTV3
BBj11,"[M]Hodgkin,S Disease, Lymphocytic Predominance, Nodular",CTV3
BBj2.,"[M]Hodgkin's Disease, Mixed Cellularity",CTV3
BBj3.,"[M]Hodgkin's Disease, Lymphocytic Depletion Nos",CTV3
BBj4.,"[M]Hodgkin's Disease,Lymphocytic Depletion,Diffuse Fibrosis",CTV3
BBj5.,"[M]Hodgkin's Disease, Lymphocytic Depletion, Reticular Type",CTV3
BBj6.,"[M]Hodgkin's Disease, Nodular Sclerosis Nos",CTV3
BBj60,"[M]Hodgkin,S Disease, Nodular Sclerosis, Lymphocytic Predom",CTV3
BBj61,"[M]Hodgkin,S Disease, Nodular Sclerosis, Mixed Cellularity",CTV3
BBj62,"[M]Hodgkin's Disease, Nodular Sclerosis, Lymphocytic Deplet",CTV3
BBj7.,"[M]Hodgkin's Disease, Nodular Sclerosis, Cellular Phase",CTV3
BBj9.,[M]Hodgkin's Granuloma,CTV3
BBjA.,[M]Hodgkin's Sarcoma,CTV3
BBk..,"Lymphoma, Nodular Or Follicular",CTV3
BBk0.,"[M]Malignant Lymphoma, Nodular Nos (& [Brill-Symmers Dis])",CTV3
BBk1.,"[M]Malig Lymphoma, Mixed Lymphocytic-Histiocytic, Nodular",CTV3
BBk2.,"[M]Malignant Lymphoma, Centroblastic-Centrocytic, Follicular",CTV3
BBk3.,"Malign Lymphoma, Lymphocytic, Well Differentiated, Nodular",CTV3
BBk4.,"Malig Lymphoma,Lymphocytic,Intermed Differentiation,Nodular",CTV3
BBk5.,"Malig Lymphoma, Follicular Centre Cell, Cleaved, Follicular",CTV3
BBk6.,"Malig Lymphoma, Lymphocytic, Poorly Differentiated, Nodular",CTV3
BBk7.,"[M]Malignant Lymphoma, Centroblastic Type, Follicular",CTV3
BBk8.,"[M]Mal Lymphoma, Follic Centre Cell, Non-Cleaved, Follicular",CTV3
BBkz.,"[M]Lymphoma, Nodular Or Follicular Nos",CTV3
BBl..,[M]Mycosis Fungoides,CTV3
BBl1.,[M]Sezary's Disease,CTV3
BBlz.,[M]Mycosis Fungoides Nos,CTV3
BBm1.,[M]Malignant Histiocytosis,CTV3
BBm2.,[M]Histiocytic Medullary Reticulosis,CTV3
BBm3.,[M]Letterer - Siwe Disease,CTV3
BBm4.,[M]True Histiocytic Lymphoma,CTV3
BBm5.,[M] Peripheral T-Cell Lymphoma Nos,CTV3
BBm6.,[M] Alpha Heavy Chain Disease,CTV3
BBm8.,[M] Angioimmunoblastic Lymphadenopathy,CTV3
BBmD.,[M] Cutaneous Lymphoma,CTV3
BBmE.,[M] Gamma Heavy Chain Disease,CTV3
BBmH.,[M] Large Cell Lymphoma,CTV3
BBn..,[M]Plasma Cell Tumours,CTV3
BBn0.,[M]Plasma Cell Myeloma,CTV3
BBn2.,[M]Plasmacytoma Nos,CTV3
BBn3.,"Plasma Cell Tumour, Malignant",CTV3
BBnz.,[M]Plasma Cell Tumour Nos,CTV3
BBp1.,Mast Cell Sarcoma,CTV3
BBp2.,[M]Malignant Mastocytosis,CTV3
BBq..,[M]Burkitt's Tumours,CTV3
BBq0.,[M]Burkitt's Tumour,CTV3
BBqz.,[M]Burkitt's Tumour Nos,CTV3
BBr..,Leukaemia Morphology,CTV3
BBr0.,[M]Leukaemias Unspecified,CTV3
BBr00,[M]Leukaemia Nos,CTV3
BBr01,[M]Acute Leukaemia Nos,CTV3
BBr02,[M]Subacute Leukaemia Nos,CTV3
BBr03,[M]Chronic Leukaemia Nos,CTV3
BBr04,[M]Aleukaemic Leukaemia Nos,CTV3
BBr0z,"[M]Leukaemia Unspecified, Nos",CTV3
BBr1.,Compound Leukaemias,CTV3
BBr10,[M]Compound Leukaemia,CTV3
BBr1z,[M]Compound Leukaemia Nos,CTV3
BBr2.,[M]Lymphoid Leukaemias,CTV3
BBr20,[M]Lymphoid Leukaemia Nos,CTV3
BBr21,[M]Acute Lymphoid Leukaemia,CTV3
BBr22,[M]Subacute Lymphoid Leukaemia,CTV3
BBr23,[M]Chronic Lymphoid Leukaemia,CTV3
BBr24,[M]Aleukaemic Lymphoid Leukaemia,CTV3
BBr25,[M]Prolymphocytic Leukaemia,CTV3
BBr26,Burkitt's Cell Leukaemia,CTV3
BBr27,[M]Adult T-Cell Leukaemia/Lymphoma,CTV3
BBr2z,[M]Other Lymphoid Leukaemia Nos,CTV3
BBr3.,[M]Plasma Cell Leukaemias,CTV3
BBr30,[M]Plasma Cell Leukaemia,CTV3
