code,description,type
TA22z,Failure Of Sterile Precautions During Perfusion Nos,CTV3
TA420,Mech Failure Of Instrument &/Or Apparatus During Kidney Dial,CTV3
TB11.,"Kidney Dialysis With Complication, Without Blame",CTV3
TB11.,"Kidney Dialysis With Complication, Without Blame",CTV3
U6122,[X]Failure Sterile Precautions Dur Kidney Dialys/Other Perf,CTV3
Ua1IM,Chronic Peritoneal Dialysis,CTV3
Ua1IN,Stab Peritoneal Dialysis,CTV3
X018M,Creation Of Cimino Fistula,CTV3
X018M,Creation Of Cimino Fistula,CTV3
X018N,Creation Brachiocephalic Fistula,CTV3
X018N,Creation Brachiocephalic Fistula,CTV3
X018T,Angioplasty Of Arteriovenous Fistula,CTV3
X018U,Thrombolysis Of Arteriovenous Fistula,CTV3
X018V,Thrombolysis Of Arteriovenous Graft,CTV3
X018Y,Embolectomy Of Arteriovenous Fistula,CTV3
X018Z,Embolectomy Of Arteriovenous Graft,CTV3
X018a,Procedure On Intraluminal Device Of Arteriovenous Fistula,CTV3
X018b,Insertion Of Intraluminal Device Into Arteriovenous Fistula,CTV3
X018c,Insertion Of Stent Into Arteriovenous Fistula,CTV3
X018d,Removal Of Intraluminal Device From Arteriovenous Fistula,CTV3
X018e,Removal Of Stent From Arteriovenous Fistula,CTV3
X018f,Adjustment Of Intraluminal Device Of Arteriovenous Fistula,CTV3
X018g,Adjustment Of Arteriovenous Fistula Stent,CTV3
X018j,Banding Of Arteriovenous Fistula,CTV3
X018n,Exploration Of Arteriovenous Fistula,CTV3
X018o,Exploration Of Arteriovenous Graft,CTV3
X01AF,Intermittent Haemodialysis,CTV3
X01AG,Intermittent Haemodialysis With Sequential Ultrafiltration,CTV3
X01AH,Intermittent Haemodialysis With Continuous Ultrafiltration,CTV3
X01AI,Continuous Haemodialysis,CTV3
X01AJ,Continuous Arteriovenous Haemodialysis,CTV3
X01AK,Continuous Venovenous Haemodialysis,CTV3
X01AL,Haemofiltration,CTV3
X01AM,Intermittent Haemofiltration,CTV3
X01AN,Continuous Haemofiltration,CTV3
X01AO,Continuous Arteriovenous Haemofiltration,CTV3
X01AP,Continuous Venovenous Haemofiltration,CTV3
X01AQ,Haemodiafiltration,CTV3
X01AR,Intermittent Haemodiafiltration,CTV3
X01AS,Continuous Haemodiafiltration,CTV3
X01AT,Continuous Arteriovenous Haemodiafiltration,CTV3
X01AU,Continuous Venovenous Haemodiafiltration,CTV3
X01AY,Plasma Filtration,CTV3
X30D2,Xenograft Renal Transplant,CTV3
X30J0,End Stage Renal Failure,CTV3
X30J1,"End Stage Renal Failure, Untreated By Rrt",CTV3
X30J2,End Stage Renal Failure On Dialysis,CTV3
X30J3,End Stage Renal Failure With Renal Transplant,CTV3
X30Lp,Disorder Associated With Dialysis,CTV3
X30Lq,Acute Disorder Of Haemodialysis,CTV3
X30Lr,Dialysis Disequilibrium,CTV3
X30Ls,First Use Syndrome Of Dialysis,CTV3
X30Lt,Anaphylactoid Reaction To Dialysis,CTV3
X30Lu,Hyperchloraemic Acidosis Associated With Dialysis,CTV3
X30Lv,Hard Water Syndrome,CTV3
X30Lw,Long-Term Disorder Of Dialysis,CTV3
X30Lx,Beta-2 Microglobulin Amyloidosis,CTV3
X30Ly,Beta-2 Microglobulin Arthropathy,CTV3
X30Lz,Matrix Stone Formation Of Dialysis,CTV3
X30M0,Aluminium Intoxication,CTV3
X30M1,Aluminium Bone Disease,CTV3
X30M2,Aluminium-Related Osteomalacia,CTV3
X30M3,Aluminium-Related Fracturing Osteodystrophy,CTV3
X30M4,Polyserositis Syndrome Of Dialysis,CTV3
X30M5,Underdialysis,CTV3
X30M6,Adynamic Bone Disease,CTV3
X30M7,Disorders Associated With Peritoneal Dialysis,CTV3
X30M8,Pain During Inflow Of Dialysate,CTV3
X30M9,Pain During Outflow Of Dialysate,CTV3
X30MB,Bloodstained Peritoneal Dialysis Effluent,CTV3
X30MC,Peritoneal Dialysis Catheter Exit Site Infection,CTV3
X30MD,Peritoneal Dialysis Catheter Tunnel Infection,CTV3
X30ME,Loss Of Ultrafiltration,CTV3
X30MF,Loss Of Solute Clearance,CTV3
X30MG,Disorder Of Peritoneal Dialysis Catheter,CTV3
X30MH,Obstruction Of Peritoneal Dialysis Catheter,CTV3
X30MI,Migration Of Peritoneal Dialysis Catheter,CTV3
X30MJ,Omental Wrapping Around Peritoneal Dialysis Catheter,CTV3
X30MK,Poor Drainage Of Peritoneal Dialysis Catheter,CTV3
X30ML,Extrusion Of Peritoneal Dialysis Catheter Cuff,CTV3
X30MM,Misplacement Of Acute Peritoneal Dialysis Catheter,CTV3
X30MN,Renal Transplant Disorder,CTV3
X30MO,Primary Non-Function Of Renal Transplant,CTV3
X30MP,Renal Transplant Rejection,CTV3
X30MQ,Hyperacute Rejection Of Renal Transplant,CTV3
X30MR,Accelerated Rejection Of Renal Transplant,CTV3
X30MS,Very Mild Acute Rejection Of Renal Transplant,CTV3
X30MT,Acute Rejection Of Renal Transplant,CTV3
X30MU,Acute Rejection Of Renal Transplant - Grade I,CTV3
X30MV,Acute Rejection Of Renal Transplant - Grade Ii,CTV3
X30MW,Acute Rejection Of Renal Transplant - Grade Iii,CTV3
X30MX,Chronic Rejection Of Renal Transplant,CTV3
X30MY,Chronic Rejection Of Renal Transplant - Grade 1,CTV3
X30MZ,Chronic Rejection Of Renal Transplant - Grade Ii,CTV3
X30Ma,Chronic Rejection Of Renal Transplant - Grade Iii,CTV3
X30Mb,Acute-On-Chronic Rejection Of Renal Transplant,CTV3
X30Mc,Failed Renal Transplant,CTV3
X30Md,Perfusion Injury Of Renal Transplant,CTV3
X30Mg,Transplant Glomerulopathy,CTV3
X30Mh,Transplant Glomerulopathy - Early Form,CTV3
X30Mi,Transplant Glomerulopathy - Late Form,CTV3
X30NN,Perirenal And Periureteric Post-Transplant Lymphocele,CTV3
X40bz,Renewal Of Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c0,Adjustment Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c1,Aspiration Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c2,Flushing Of Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c3,Continuous Ambulatory Peritoneal Dialysis,CTV3
X40c4,Continuous Cycling Peritoneal Dialysis,CTV3
X40c5,Intermittent Peritoneal Dialysis,CTV3
X40c6,Tidal Peritoneal Dialysis,CTV3
X40c7,Night-Time Intermittent Peritoneal Dialysis,CTV3
XE0Fh,Creation Of Arteriovenous Fistula Nec,CTV3
XE0Fh,Creation Of Arteriovenous Fistula Nec,CTV3
XE0Fj,Repair Of Acquired Arteriovenous Fistula,CTV3
XE0Fj,Repair Of Acquired Arteriovenous Fistula,CTV3
XE0Jf,Compensation For Renal Failure,CTV3
XE0Jf,Compensation For Renal Failure,CTV3
XE0Jg,Renal Dialysis,CTV3
XE0Jg,Renal Dialysis,CTV3
XE0kD,Renal Dialysis (& Haemodialysis),CTV3
XE21r,Mechanical Failure Of Apparatus During Kidney Dialysis,CTV3
XE21r,Mechanical Failure Of Apparatus During Kidney Dialysis,CTV3
XE2u6,Chronic Ambulatory Peritoneal Dialysis Catheter Procedure,CTV3
Xa0Ex,Peritoneal Dialysis-Associated Peritonitis,CTV3
Xa0FB,Percutaneous Balloon Angioplasty Of Arteriovenous Fistula,CTV3
Xa0Gm,Percutaneous Embolectomy Of Arteriovenous Fistula,CTV3
Xa0H7,Percutaneous Thrombolysis Of Arteriovenous Fistula,CTV3
Xa0HK,Unexplained Episode Of Renal Transplant Dysfunction,CTV3
Xa0HL,Pre-Existing Disease In Renal Transplant,CTV3
Xa0ol,Procedure Related To Surgical Arteriovenous Connection,CTV3
Xa0x1,Removal Of Arteriovenous Shunt,CTV3
Xa1dw,Transplant Kidney,CTV3
Xa24I,Acquired Renal Arteriovenous Fistula,CTV3
Xa3x6,Kidney Replacement,CTV3
Xa402,Extracorporeal Kidney,CTV3
Xa8S7,Haemodialysis,CTV3
Xa8S7,Haemodialysis,CTV3
Xa9zl,Dependence On Renal Dialysis,CTV3
XaBrA,Haemodialysis Procedure,CTV3
XaC2Z,[X] Peritoneal Dialysis Associated Peritonitis,CTV3
XaE9T,Donor Renal Transplantation,CTV3
XaLiG,Thrombectomy Of Arteriovenous Fistula,CTV3
XaLiH,Creation Of Graft Fistula For Dialysis,CTV3
XaM1o,"Allotransplantation Of Kidney From Cadaver, Heart-Beating",CTV3
XaM1p,"Allotransplantation Kidney From Cadaver, Heart Non-Beating",CTV3
XaM2A,Automated Peritoneal Dialysis,CTV3
XaMKM,Allotransplantation Of Kidney From Cadaver Nec,CTV3
XaMMt,Peritoneal Dialysis Nec,CTV3
XaMtq,Extracorporeal Albumin Haemodialysis,CTV3
XaOmL,Ligation Of Arteriovenous Dialysis Fistula,CTV3
XaOoH,Ligation Of Arteriovenous Dialysis Graft,CTV3
XaREO,Continuous Ambulatory Peritoneal Dialysis Associated Perit,CTV3
XaZWa,Urological Complication Of Renal Transplant,CTV3
XaZYx,Vascular Complication Of Renal Transplant,CTV3
XaZc8,Ruptured Aneurysm Of Dialysis Vascular Access,CTV3
XaZcQ,Aneurysm Of Superficialised Artery Of Dialysis Av Fistula,CTV3
XaZcU,Aneurysm Of Dialysis Arteriovenous Fistula,CTV3
XaZcX,Aneurysm Of Needle Site Of Dialysis Arteriovenous Fistula,CTV3
XaZcd,Aneurysm Of Anastomotic Site Of Dialysis Av Fistula,CTV3
XaZdk,Thrombus In Peritoneal Dialysis Catheter,CTV3
XaZe2,Rupture Of Artery Of Transplanted Kidney,CTV3
XaZe3,Rupture Of Vein Of Transplanted Kidney,CTV3
XaZe7,Stenosis Of Vein Of Transplanted Kidney,CTV3
XaZkw,Aneurysm Of Vein Of Transplanted Kidney,CTV3
XaZl0,Aneurysm Of Artery Of Transplanted Kidney,CTV3
XaZlu,Stenosis Of Dialysis Vascular Access,CTV3
XaZlv,Thrombosis Of Dialysis Vascular Access,CTV3
XaZmp,Anaphylactoid Reaction Due To Haemodialysis,CTV3
Xaa2O,Thrombosis Of Artery Of Transplanted Kidney,CTV3
Xaa2Q,Thrombosis Of Vein Of Transplanted Kidney,CTV3
Xaa5S,Occlusion Of Dialysis Vascular Access,CTV3
Xaa5T,Infection Of Dialysis Vascular Access,CTV3
Xaa5U,Haemorrhage Of Dialysis Vascular Access,CTV3
Xaa5W,Stenosis Of Dialysis Arteriovenous Graft,CTV3
Xaa5X,Stenosis Of Dialysis Arteriovenous Shunt,CTV3
Xaa5e,Thrombosis Of Dialysis Arteriovenous Graft,CTV3
Xaa5f,Thrombosis Of Dialysis Arteriovenous Fistula,CTV3
Xaa5g,Thrombosis Of Dialysis Arteriovenous Shunt,CTV3
Xaa5h,Occlusion Of Dialysis Arteriovenous Graft,CTV3
Xaa5i,Occlusion Of Dialysis Arteriovenous Fistula,CTV3
Xaa5j,Occlusion Of Dialysis Arteriovenous Shunt,CTV3
Xaa6n,Infection Of Dialysis Arteriovenous Graft,CTV3
Xaa6o,Infection Of Dialysis Arteriovenous Fistula,CTV3
Xaa7F,Infection Of Dialysis Arteriovenous Shunt,CTV3
Xaa7H,Haemorrhage Of Dialysis Arteriovenous Graft,CTV3
Xaa7I,Haemorrhage Of Dialysis Arteriovenous Fistula,CTV3
Xaa7J,Haemorrhage Of Dialysis Arteriovenous Shunt,CTV3
Xaa7K,Rupture Of Dialysis Arteriovenous Graft,CTV3
XaaEx,Stenosis Of Arterial Side Of Dialysis Arteriovenous Shunt,CTV3
XaaEy,Stenosis Of Venous Side Of Dialysis Arteriovenous Shunt,CTV3
ZV420,[V]Kidney Transplanted,CTV3
ZV451,[V]Renal Dialysis Status,CTV3
ZV56.,[V]Aftercare Involving Intermittent Dialysis,CTV3
ZV560,[V]Aftercare Involving Extracorporeal Dialysis,CTV3
ZV560,[V]Aftercare Involving Extracorporeal Dialysis,CTV3
ZV561,[V]Preparatory Care For Dialysis,CTV3
ZV56y,[V]Other Specified Aftercare Involving Intermittent Dialysis,CTV3
ZV56z,[V]Unspecified Aftercare Involving Intermittent Dialysis,CTV3
ZVu3G,[X]Other Dialysis,CTV3
7A600,Insertion Of Arteriovenous Prosthesis,CTV3
7A602,Attention To Arteriovenous Shunt,CTV3
7A603,Removal Of Infected Arteriovenous Shunt,CTV3
7A60y,Other Specified Arteriovenous Shunt,CTV3
7A60z,Arteriovenous Shunt Nos,CTV3
7A614,Ligation Of Acquired Arteriovenous Fistula,CTV3
7A614,Ligation Of Acquired Arteriovenous Fistula,CTV3
7A6E2,Declotting Of Thigh Vein Loop,CTV3
7L1A.,Compensation For Renal Failure (& Dialysis),CTV3
7L1A0,(Renal Dialysis) Or (Thomas Intravascular Dialysis Shunt),CTV3
7L1A1,Peritoneal Dialysis,CTV3
7L1A2,Haemodialysis Nec,CTV3
7L1Ay,Other Specified Compensation For Renal Failure,CTV3
7L1Az,Compensation For Renal Failure Nos,CTV3
7L1B.,Chronic Ambulatory Peritoneal Dialysis Catheter Procedure ++,CTV3
7L1B0,Insertion Of Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
7L1B0,Insertion Of Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
7L1B1,Removal Of Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
7L1By,Placement Ambulatory Apparatus- Compensate Renal Failure Os,CTV3
7L1Bz,Placement Ambulatory Apparatus- Compensate Renal Failure Nos,CTV3
7L1C.,Placement Other Apparatus For Compensation For Renal Failure,CTV3
7L1C0,Insertion Of Temporary Peritoneal Dialysis Catheter,CTV3
7L1Cy,Placement Other Apparatus- Compensate For Renal Failure Os,CTV3
7L1Cz,Placement Other Apparatus- Compensate For Renal Failure Nos,CTV3
8877,Ultrafiltration,CTV3
8882,Intestinal Dialysis,CTV3
G760.,Acquired Arteriovenous Fistula,CTV3
TA020,"Accid Cut,Puncture,Perf,H'ge - Kidney Dialysis",CTV3
TA020,"Accid Cut,Puncture,Perf,H'ge - Kidney Dialysis",CTV3
TA02z,"Accid Cut,Puncture,Perf,H'ge - Perfusion Nos",CTV3
TA22.,Failure Of Sterile Precautions During Perfusion,CTV3
TA220,Failure Of Sterile Precautions During Kidney Dialysis,CTV3
TA220,Failure Of Sterile Precautions During Kidney Dialysis,CTV3
TA22y,Failure Of Sterile Precautions During Other Perfusion,CTV3
TA22z,Failure Of Sterile Precautions During Perfusion Nos,CTV3
TA420,Mech Failure Of Instrument &/Or Apparatus During Kidney Dial,CTV3
TB11.,"Kidney Dialysis With Complication, Without Blame",CTV3
TB11.,"Kidney Dialysis With Complication, Without Blame",CTV3
U6122,[X]Failure Sterile Precautions Dur Kidney Dialys/Other Perf,CTV3
Ua1IM,Chronic Peritoneal Dialysis,CTV3
Ua1IN,Stab Peritoneal Dialysis,CTV3
X018M,Creation Of Cimino Fistula,CTV3
X018M,Creation Of Cimino Fistula,CTV3
X018N,Creation Brachiocephalic Fistula,CTV3
X018N,Creation Brachiocephalic Fistula,CTV3
X018T,Angioplasty Of Arteriovenous Fistula,CTV3
X018U,Thrombolysis Of Arteriovenous Fistula,CTV3
X018V,Thrombolysis Of Arteriovenous Graft,CTV3
X018Y,Embolectomy Of Arteriovenous Fistula,CTV3
X018Z,Embolectomy Of Arteriovenous Graft,CTV3
X018a,Procedure On Intraluminal Device Of Arteriovenous Fistula,CTV3
X018b,Insertion Of Intraluminal Device Into Arteriovenous Fistula,CTV3
X018c,Insertion Of Stent Into Arteriovenous Fistula,CTV3
X018d,Removal Of Intraluminal Device From Arteriovenous Fistula,CTV3
X018e,Removal Of Stent From Arteriovenous Fistula,CTV3
X018f,Adjustment Of Intraluminal Device Of Arteriovenous Fistula,CTV3
X018g,Adjustment Of Arteriovenous Fistula Stent,CTV3
X018j,Banding Of Arteriovenous Fistula,CTV3
X018n,Exploration Of Arteriovenous Fistula,CTV3
X018o,Exploration Of Arteriovenous Graft,CTV3
X01AF,Intermittent Haemodialysis,CTV3
X01AG,Intermittent Haemodialysis With Sequential Ultrafiltration,CTV3
X01AH,Intermittent Haemodialysis With Continuous Ultrafiltration,CTV3
X01AI,Continuous Haemodialysis,CTV3
X01AJ,Continuous Arteriovenous Haemodialysis,CTV3
X01AK,Continuous Venovenous Haemodialysis,CTV3
X01AL,Haemofiltration,CTV3
X01AM,Intermittent Haemofiltration,CTV3
X01AN,Continuous Haemofiltration,CTV3
X01AO,Continuous Arteriovenous Haemofiltration,CTV3
X01AP,Continuous Venovenous Haemofiltration,CTV3
X01AQ,Haemodiafiltration,CTV3
X01AR,Intermittent Haemodiafiltration,CTV3
X01AS,Continuous Haemodiafiltration,CTV3
X01AT,Continuous Arteriovenous Haemodiafiltration,CTV3
X01AU,Continuous Venovenous Haemodiafiltration,CTV3
X01AY,Plasma Filtration,CTV3
X30J0,End Stage Renal Failure,CTV3
X30J1,"End Stage Renal Failure, Untreated By Rrt",CTV3
X30J2,End Stage Renal Failure On Dialysis,CTV3
X30Lp,Disorder Associated With Dialysis,CTV3
X30Lq,Acute Disorder Of Haemodialysis,CTV3
X30Lr,Dialysis Disequilibrium,CTV3
X30Ls,First Use Syndrome Of Dialysis,CTV3
X30Lt,Anaphylactoid Reaction To Dialysis,CTV3
X30Lu,Hyperchloraemic Acidosis Associated With Dialysis,CTV3
X30Lv,Hard Water Syndrome,CTV3
X30Lw,Long-Term Disorder Of Dialysis,CTV3
X30Lx,Beta-2 Microglobulin Amyloidosis,CTV3
X30Ly,Beta-2 Microglobulin Arthropathy,CTV3
X30Lz,Matrix Stone Formation Of Dialysis,CTV3
X30M0,Aluminium Intoxication,CTV3
X30M1,Aluminium Bone Disease,CTV3
X30M2,Aluminium-Related Osteomalacia,CTV3
X30M3,Aluminium-Related Fracturing Osteodystrophy,CTV3
X30M4,Polyserositis Syndrome Of Dialysis,CTV3
X30M5,Underdialysis,CTV3
X30M6,Adynamic Bone Disease,CTV3
X30M7,Disorders Associated With Peritoneal Dialysis,CTV3
X30M8,Pain During Inflow Of Dialysate,CTV3
X30M9,Pain During Outflow Of Dialysate,CTV3
X30MB,Bloodstained Peritoneal Dialysis Effluent,CTV3
X30MC,Peritoneal Dialysis Catheter Exit Site Infection,CTV3
X30MD,Peritoneal Dialysis Catheter Tunnel Infection,CTV3
X30ME,Loss Of Ultrafiltration,CTV3
X30MF,Loss Of Solute Clearance,CTV3
X30MG,Disorder Of Peritoneal Dialysis Catheter,CTV3
X30MH,Obstruction Of Peritoneal Dialysis Catheter,CTV3
X30MI,Migration Of Peritoneal Dialysis Catheter,CTV3
X30MJ,Omental Wrapping Around Peritoneal Dialysis Catheter,CTV3
X30MK,Poor Drainage Of Peritoneal Dialysis Catheter,CTV3
X30ML,Extrusion Of Peritoneal Dialysis Catheter Cuff,CTV3
X30MM,Misplacement Of Acute Peritoneal Dialysis Catheter,CTV3
X40bz,Renewal Of Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c0,Adjustment Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c1,Aspiration Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c2,Flushing Of Chronic Ambulatory Peritoneal Dialysis Catheter,CTV3
X40c3,Continuous Ambulatory Peritoneal Dialysis,CTV3
X40c4,Continuous Cycling Peritoneal Dialysis,CTV3
X40c5,Intermittent Peritoneal Dialysis,CTV3
X40c6,Tidal Peritoneal Dialysis,CTV3
X40c7,Night-Time Intermittent Peritoneal Dialysis,CTV3
XE0Fh,Creation Of Arteriovenous Fistula Nec,CTV3
XE0Fh,Creation Of Arteriovenous Fistula Nec,CTV3
XE0Fj,Repair Of Acquired Arteriovenous Fistula,CTV3
XE0Fj,Repair Of Acquired Arteriovenous Fistula,CTV3
XE0Jf,Compensation For Renal Failure,CTV3
XE0Jf,Compensation For Renal Failure,CTV3
XE0Jg,Renal Dialysis,CTV3
XE0Jg,Renal Dialysis,CTV3
XE0kD,Renal Dialysis (& Haemodialysis),CTV3
XE21r,Mechanical Failure Of Apparatus During Kidney Dialysis,CTV3
XE21r,Mechanical Failure Of Apparatus During Kidney Dialysis,CTV3
XE2u6,Chronic Ambulatory Peritoneal Dialysis Catheter Procedure,CTV3
Xa0Ex,Peritoneal Dialysis-Associated Peritonitis,CTV3
Xa0FB,Percutaneous Balloon Angioplasty Of Arteriovenous Fistula,CTV3
Xa0Gm,Percutaneous Embolectomy Of Arteriovenous Fistula,CTV3
Xa0H7,Percutaneous Thrombolysis Of Arteriovenous Fistula,CTV3
Xa0ol,Procedure Related To Surgical Arteriovenous Connection,CTV3
Xa0x1,Removal Of Arteriovenous Shunt,CTV3
Xa24I,Acquired Renal Arteriovenous Fistula,CTV3
Xa3x6,Kidney Replacement,CTV3
Xa402,Extracorporeal Kidney,CTV3
Xa8S7,Haemodialysis,CTV3
Xa8S7,Haemodialysis,CTV3
Xa9zl,Dependence On Renal Dialysis,CTV3
XaBrA,Haemodialysis Procedure,CTV3
XaC2Z,[X] Peritoneal Dialysis Associated Peritonitis,CTV3
XaLiG,Thrombectomy Of Arteriovenous Fistula,CTV3
XaLiH,Creation Of Graft Fistula For Dialysis,CTV3
XaM1p,"Allotransplantation Kidney From Cadaver, Heart Non-Beating",CTV3
XaM2A,Automated Peritoneal Dialysis,CTV3
XaMMt,Peritoneal Dialysis Nec,CTV3
XaMtq,Extracorporeal Albumin Haemodialysis,CTV3
XaOmL,Ligation Of Arteriovenous Dialysis Fistula,CTV3
XaOoH,Ligation Of Arteriovenous Dialysis Graft,CTV3
XaREO,Continuous Ambulatory Peritoneal Dialysis Associated Perit,CTV3
XaZc8,Ruptured Aneurysm Of Dialysis Vascular Access,CTV3
XaZcQ,Aneurysm Of Superficialised Artery Of Dialysis Av Fistula,CTV3
XaZcU,Aneurysm Of Dialysis Arteriovenous Fistula,CTV3
XaZcX,Aneurysm Of Needle Site Of Dialysis Arteriovenous Fistula,CTV3
XaZcd,Aneurysm Of Anastomotic Site Of Dialysis Av Fistula,CTV3
XaZdk,Thrombus In Peritoneal Dialysis Catheter,CTV3
XaZlu,Stenosis Of Dialysis Vascular Access,CTV3
XaZlv,Thrombosis Of Dialysis Vascular Access,CTV3
XaZmp,Anaphylactoid Reaction Due To Haemodialysis,CTV3
Xaa5S,Occlusion Of Dialysis Vascular Access,CTV3
Xaa5T,Infection Of Dialysis Vascular Access,CTV3
Xaa5U,Haemorrhage Of Dialysis Vascular Access,CTV3
Xaa5W,Stenosis Of Dialysis Arteriovenous Graft,CTV3
Xaa5X,Stenosis Of Dialysis Arteriovenous Shunt,CTV3
Xaa5e,Thrombosis Of Dialysis Arteriovenous Graft,CTV3
Xaa5f,Thrombosis Of Dialysis Arteriovenous Fistula,CTV3
Xaa5g,Thrombosis Of Dialysis Arteriovenous Shunt,CTV3
Xaa5h,Occlusion Of Dialysis Arteriovenous Graft,CTV3
Xaa5i,Occlusion Of Dialysis Arteriovenous Fistula,CTV3
Xaa5j,Occlusion Of Dialysis Arteriovenous Shunt,CTV3
Xaa6n,Infection Of Dialysis Arteriovenous Graft,CTV3
Xaa6o,Infection Of Dialysis Arteriovenous Fistula,CTV3
Xaa7F,Infection Of Dialysis Arteriovenous Shunt,CTV3
Xaa7H,Haemorrhage Of Dialysis Arteriovenous Graft,CTV3
Xaa7I,Haemorrhage Of Dialysis Arteriovenous Fistula,CTV3
Xaa7J,Haemorrhage Of Dialysis Arteriovenous Shunt,CTV3
Xaa7K,Rupture Of Dialysis Arteriovenous Graft,CTV3
XaaEx,Stenosis Of Arterial Side Of Dialysis Arteriovenous Shunt,CTV3
XaaEy,Stenosis Of Venous Side Of Dialysis Arteriovenous Shunt,CTV3
ZV451,[V]Renal Dialysis Status,CTV3
ZV56.,[V]Aftercare Involving Intermittent Dialysis,CTV3
ZV560,[V]Aftercare Involving Extracorporeal Dialysis,CTV3
ZV560,[V]Aftercare Involving Extracorporeal Dialysis,CTV3
ZV561,[V]Preparatory Care For Dialysis,CTV3
ZV56y,[V]Other Specified Aftercare Involving Intermittent Dialysis,CTV3
ZV56z,[V]Unspecified Aftercare Involving Intermittent Dialysis,CTV3
ZVu3G,[X]Other Dialysis,CTV3
7B015,Transplant Nephrectomy (& For Rejection),CTV3
XE0Fv,Transplant Nephrectomy,CTV3
Xa2h5,Excision Of Rejected Transplanted Kidney,CTV3
Y841,Kidney Dialysis,ICD-10
Z49,Kidney Dialysis,ICD-10
Z490,Preparatory Care For Dialysis,ICD-10
Z491,Extracorporeal Dialysis,ICD-10
Z492,Other Dialysis,ICD-10
Z992,Dependence On Renal Dialysis,ICD-10
Y602,During Kidney Dialysis Or Other Perfusion,ICD-10
Y612,During Kidney Dialysis Or Other Perfusion,ICD-10
Y622,During Kidney Dialysis Or Other Perfusion,ICD-10
T824,Mechanical Complication Of Vascular Dialysis Catheter,ICD-10
Z940,Kidney Transplant Status,ICD-10
T861,Kidney Transplant Failure And Rejection,ICD-10
N183,"Chronic Kidney Disease, Stage 3",ICD-10
N184,"Chronic Kidney Disease, Stage 4",ICD-10
N185,"Chronic Kidney Disease, Stage 5",ICD-10
N189,"Chronic Kidney Disease, Unspecified",ICD-10
I120,Hypertensive Renal Disease With Renal Failure,ICD-10
238318009,Continuous Ambulatory Peritoneal Dialysis (Procedure),SNOMED-CT
