code,description,type
213148006,Transplanted Organ Rejection (Disorder),SNOMED-CT
426463009,Allotransplantation Of Ileum (Procedure),SNOMED-CT
174809002,Heterotopic Allotransplant Of Heart (Procedure),SNOMED-CT
32413006,Transplantation Of Heart (Procedure),SNOMED-CT
429496005,Examination Of Live Donor After Kidney Transplant (Procedure),SNOMED-CT
847791000000101,Rupture Of Artery Of Transplanted Kidney (Disorder),SNOMED-CT
236580000,Chronic Rejection Of Renal Transplant - Grade Ii (Disorder),SNOMED-CT
853021000000108,Aneurysm Of Artery Of Transplanted Kidney (Disorder),SNOMED-CT
852981000000100,Aneurysm Of Vein Of Transplanted Kidney (Disorder),SNOMED-CT
843691000000100,Urological Complication Of Renal Transplant (Disorder),SNOMED-CT
197747000,Renal Tubulo-Interstitial Disorders In Transplant Rejection (Disorder),SNOMED-CT
236589004,Transplant Glomerulopathy - Late Form (Disorder),SNOMED-CT
711446003,Transplantation Of Kidney Regime (Regime/Therapy),SNOMED-CT
62438007,Transplantation Of Pancreas (Procedure),SNOMED-CT
284348003,Excision Of Rejected Transplanted Kidney (Procedure),SNOMED-CT
429451003,Disorder Related To Renal Transplantation (Disorder),SNOMED-CT
254289008,Post-Transplant Neoplasia (Disorder),SNOMED-CT
864271000000105,Thrombosis Of Artery Of Transplanted Kidney (Disorder),SNOMED-CT
232659001,Double Lung Transplant As A Block (Procedure),SNOMED-CT
236585005,De Novo Transplant Disease (Disorder),SNOMED-CT
425616008,Transplantation Of Ileum (Procedure),SNOMED-CT
174802006,Allotransplant Of Heart And Lung (Procedure),SNOMED-CT
174808005,Xenotransplant Of Heart (Procedure),SNOMED-CT
233844002,Accelerated Coronary Artery Disease In Transplanted Heart (Disorder),SNOMED-CT
128531006,Islet Cell Transplant (Procedure),SNOMED-CT
254290004,Post-Transplant Lymphoproliferative Disorder (Disorder),SNOMED-CT
236581001,Chronic Rejection Of Renal Transplant - Grade Iii (Disorder),SNOMED-CT
174694002,Renewal Of Transplanted Pancreatic Tissue (Procedure),SNOMED-CT
175901007,Live Donor Renal Transplant (Procedure),SNOMED-CT
277010001,Unexplained Episode Of Renal Transplant Dysfunction (Disorder),SNOMED-CT
174692003,Whole Organ Pancreatic Transplant (Procedure),SNOMED-CT
161669001,History Of Bone Tissue Recipient (Situation),SNOMED-CT
213152006,Heart-Lung Transplant Failure And Rejection (Disorder),SNOMED-CT
303408002,Entire Transplanted Ureter (Body Structure),SNOMED-CT
265550007,Transplant Nephrectomy (Procedure),SNOMED-CT
236574008,Acute Rejection Of Renal Transplant (Disorder),SNOMED-CT
277451006,Part Organ Pancreatic Transplant (Procedure),SNOMED-CT
88039007,Transplant Of Lung (Procedure),SNOMED-CT
236586006,De Novo Glomerulonephritis (Disorder),SNOMED-CT
313030004,Donor Renal Transplantation (Procedure),SNOMED-CT
161663000,History Of Being A Tissue Or Organ Recipient (Situation),SNOMED-CT
161671001,History Of Liver Recipient (Situation),SNOMED-CT
236578006,Chronic Rejection Of Renal Transplant (Disorder),SNOMED-CT
161666008,History Of Heart Recipient (Situation),SNOMED-CT
174425003,Orthotopic Liver Transplant (Procedure),SNOMED-CT
232660006,Bilateral Sequential Single Lung Transplant (Procedure),SNOMED-CT
236587002,Transplant Glomerulopathy (Disorder),SNOMED-CT
236138007,Xenograft Renal Transplant (Procedure),SNOMED-CT
236575009,Acute Rejection Of Renal Transplant - Grade I (Disorder),SNOMED-CT
233933006,Cardiac Transplant Rejection (Disorder),SNOMED-CT
161665007,History Of Renal Transplant (Situation),SNOMED-CT
236577001,Acute Rejection Of Renal Transplant - Grade Iii (Disorder),SNOMED-CT
232658009,Double Lung Transplant (Procedure),SNOMED-CT
236610003,Escape Of Urine From Transplanted Ureter (Disorder),SNOMED-CT
232657004,Single Lung Transplant (Procedure),SNOMED-CT
847811000000100,Rupture Of Vein Of Transplanted Kidney (Disorder),SNOMED-CT
236583003,Failed Renal Transplant (Disorder),SNOMED-CT
161672008,History Of Being Lung Transplant Recipient (Situation),SNOMED-CT
864311000000105,Thrombosis Of Vein Of Transplanted Kidney (Disorder),SNOMED-CT
263903005,Transplant (Qualifier Value),SNOMED-CT
213150003,Kidney Transplant Failure And Rejection (Disorder),SNOMED-CT
428198008,Transplantation Of Hepatocytes (Procedure),SNOMED-CT
174691005,Transplantation Of Pancreas And Duodenum (Procedure),SNOMED-CT
236584009,Perfusion Injury Of Renal Transplant (Disorder),SNOMED-CT
174427006,Replacement Of Previous Liver Transplant (Procedure),SNOMED-CT
269295009,Transplanted Organ Failure (Disorder),SNOMED-CT
175899003,Autotransplantation Of Kidney (Procedure),SNOMED-CT
213153001,Liver Transplant Failure And Rejection (Disorder),SNOMED-CT
236569000,Primary Non-Function Of Renal Transplant (Disorder),SNOMED-CT
737297006,Transplanted Liver Present (Finding),SNOMED-CT
312603000,Lung Transplant Rejection (Disorder),SNOMED-CT
174699007,Excision Of Transplanted Pancreas (Procedure),SNOMED-CT
426984008,Allotransplantation Of Thymus Gland (Procedure),SNOMED-CT
233934000,Cardiac Transplant Failure (Disorder),SNOMED-CT
233932001,Cardiac Transplant Disorder (Disorder),SNOMED-CT
277011002,Pre-Existing Disease In Renal Transplant (Disorder),SNOMED-CT
235911006,Liver Transplant Rejection (Disorder),SNOMED-CT
236571000,Hyperacute Rejection Of Renal Transplant (Disorder),SNOMED-CT
61535006,Transplantation Of Spleen (Procedure),SNOMED-CT
235912004,Liver Transplant Failure (Disorder),SNOMED-CT
183655000,Transplant Follow-Up (Finding),SNOMED-CT
287239002,Thymus Transplantation (Procedure),SNOMED-CT
408477008,Transplantation Surgery (Qualifier Value),SNOMED-CT
711411006,Allotransplantation Of Kidney From Beating Heart Cadaver (Procedure),SNOMED-CT
844661000000109,Vascular Complication Of Renal Transplant (Disorder),SNOMED-CT
70536003,Transplant Of Kidney (Procedure),SNOMED-CT
805261000000101,Bronchiolitis Obliterans Syndrome After Lung Transplantation (Disorder),SNOMED-CT
429054002,Disorder Related To Transplantation (Disorder),SNOMED-CT
896581000000100,Allotransplantation Of Stomach (Procedure),SNOMED-CT
236614007,Perirenal And Periureteric Post-Transplant Lymphocele (Disorder),SNOMED-CT
235910007,Liver Transplant Disorder (Disorder),SNOMED-CT
236572007,Accelerated Rejection Of Renal Transplant (Disorder),SNOMED-CT
737299009,Transplanted Cornea Present (Finding),SNOMED-CT
6471000179103,Transplantation Of Kidney And Pancreas (Procedure),SNOMED-CT
345797001,Autotransplantation Of Pancreatic Tissue (Procedure),SNOMED-CT
722956007,Early Post-Transplant Lymphoproliferative Disorder (Disorder),SNOMED-CT
76077004,Total Pancreatectomy With Transplantation (Procedure),SNOMED-CT
405768001,Autotransplantation Of Heart (Procedure),SNOMED-CT
432843002,Acute Rejection Of Cardiac Transplant (Disorder),SNOMED-CT
432772009,Hyperacute Rejection Of Liver Transplant (Disorder),SNOMED-CT
432774005,Hyperacute Rejection Of Lung Transplant (Disorder),SNOMED-CT
239101000000109,Pre-Transplantation Of Kidney Work-Up Of Live Donor (Regime/Therapy),SNOMED-CT
431222008,Acute Rejection Of Liver Transplant (Disorder),SNOMED-CT
432958009,Chronic Rejection Of Lung Transplant (Disorder),SNOMED-CT
853761000000103,Living Donor Liver Transplantation (Procedure),SNOMED-CT
843901000000103,Allogeneic Transplantation Of Pancreatic Islet Cells (Procedure),SNOMED-CT
447981001,Allotransplantation Of Islets Of Langerhans (Procedure),SNOMED-CT
431186002,Accelerated Rejection Of Cardiac Transplant (Disorder),SNOMED-CT
431223003,Acute Rejection Of Lung Transplant (Disorder),SNOMED-CT
432773004,Hyperacute Rejection Of Cardiac Transplant (Disorder),SNOMED-CT
765479007,Allotransplantation Of Right Kidney (Procedure),SNOMED-CT
233634002,Post-Lung Transplantation Bronchiectasis (Disorder),SNOMED-CT
232973007,Allotransplant Of Heart (Procedure),SNOMED-CT
431456004,Accelerated Rejection Of Bone Marrow Transplant (Disorder),SNOMED-CT
431896008,Chronic Rejection Of Cardiac Transplant (Disorder),SNOMED-CT
432782005,Hyperacute Rejection Of Bone Marrow Transplant (Disorder),SNOMED-CT
71947008,Homotransplant Of Pancreas (Procedure),SNOMED-CT
928341000000103,History Of Heart-Lung Transplant Recipient (Situation),SNOMED-CT
431862001,Acute Rejection Of Bone Marrow Transplant (Disorder),SNOMED-CT
33167004,Complication Of Transplanted Liver (Disorder),SNOMED-CT
27280000,Liver Transplant With Recipient Hepatectomy (Procedure),SNOMED-CT
234520000,Bone Marrow Transplant Failure (Disorder),SNOMED-CT
238251000000109,Pre-Transplantation Of Kidney Work-Up Of Recipient (Regime/Therapy),SNOMED-CT
232974001,Orthotopic Allotransplant Of Heart (Procedure),SNOMED-CT
445964006,Monomorphic Posttransplant Lymphoproliferative Disorder (Disorder),SNOMED-CT
67562009,Heterotransplant Of Pancreas (Procedure),SNOMED-CT
47058000,Heart Transplant With Recipient Cardiectomy (Procedure),SNOMED-CT
432908002,Chronic Rejection Of Liver Transplant (Disorder),SNOMED-CT
844191000000106,Autologous Transplantation Of Pancreatic Islet Cells (Procedure),SNOMED-CT
765478004,Allotransplantation Of Left Kidney (Procedure),SNOMED-CT
234519006,Bone Marrow Transplant Rejection (Disorder),SNOMED-CT
441754003,Percutaneous Transhepatic Transplantation Of Pancreatic Islet Cell Using Fluoroscopic Guidance (Procedure),SNOMED-CT
431507002,Accelerated Rejection Of Lung Transplant (Disorder),SNOMED-CT
28009009,Liver Transplant Without Recipient Hepatectomy (Procedure),SNOMED-CT
431953002,Chronic Rejection Of Bone Marrow Transplant (Disorder),SNOMED-CT
432777003,Accelerated Rejection Of Liver Transplant (Disorder),SNOMED-CT
702777009,Liver Transplant Recipient (Finding),SNOMED-CT
316062006,[V]Other Specified Transplanted Organ Or Tissue (Situation),SNOMED-CT
834931000000108,Accelerated Rejection Of Renal Transplant,SNOMED-CT
466831000000107,[V]Unspecified Transplanted Organ Or Tissue (Context-Dependent Category),SNOMED-CT
830891000000109,Acute Rejection Of Renal Transplant - Grade Ii,SNOMED-CT
262161000000107,"Post-Transplantation Of Kidney Examination, Live Donor",SNOMED-CT
234761000000108,Allotransplantation Of Ileum (Procedure),SNOMED-CT
316060003,[V]Lung Transplanted (Situation),SNOMED-CT
916411000000102,Transplantation Of Stomach,SNOMED-CT
316057005,[V]Skin Transplanted (Situation),SNOMED-CT
262111000000105,Interventions Associated With Transplantation Of Kidney,SNOMED-CT
429681000000105,[V]Transplanted Organ Or Tissue (Context-Dependent Category),SNOMED-CT
288861000000104,Transplantation Of Thymus Gland Nos,SNOMED-CT
234518003,Bone Marrow Transplant Disorder (Disorder),SNOMED-CT
169761000000104,Heart And Lung Transplant,SNOMED-CT
622431000000104,Other Specified Transplantation Of Kidney (Procedure),SNOMED-CT
856711000000109,Chronic Rejection Of Renal Transplant - Grade Iii,SNOMED-CT
856681000000105,Chronic Rejection Of Renal Transplant,SNOMED-CT
288831000000109,Thymus Transplantation,SNOMED-CT
830931000000104,Acute Rejection Of Renal Transplant,SNOMED-CT
847801000000102,Rupture Of Artery Of Transplanted Kidney,SNOMED-CT
366961000000102,Renal Transplant Recipient (Finding),SNOMED-CT
48994000,Renal Homotransplantation With Unilateral Recipient Nephrectomy (Situation),SNOMED-CT
856931000000103,Unexplained Episode Of Renal Transplant Dysfunction,SNOMED-CT
316053009,[V]Transplanted Organ Or Tissue (Situation),SNOMED-CT
127219007,Post-Transplantation Lymphoproliferative Syndrome (Disorder),SNOMED-CT
555681000000104,Other Specified Transplantation Of Pancreas (Procedure),SNOMED-CT
244811000000102,Allotransplantation Of Kidney From Cadaver Nec (Procedure),SNOMED-CT
830901000000105,Acute Rejection Of Renal Transplant - Grade Iii,SNOMED-CT
226941000000100,Transplantation Of Liver Cells (Procedure),SNOMED-CT
807651000000109,Bronchiolitis Obliterans Syndrome After Lung Transplantation,SNOMED-CT
226461000000108,Single Lobe Lung Transplant (Procedure),SNOMED-CT
231691000000106,"Allotransplantation Of Kidney From Cadaver, Heart Non-Beating (Procedure)",SNOMED-CT
916371000000101,Excision Of Rejected Transplanted Kidney,SNOMED-CT
864281000000107,Thrombosis Of Artery Of Transplanted Kidney,SNOMED-CT
857241000000102,Xenograft Renal Transplant,SNOMED-CT
261981000000107,"Allotransplantation Of Kidney From Cadaver, Heart-Beating",SNOMED-CT
586351000000102,Other Transplantation Of Heart (Procedure),SNOMED-CT
427761000000102,[V]Skin Transplanted (Context-Dependent Category),SNOMED-CT
226951000000102,Orthotopic Transplantation Of Whole Liver (Procedure),SNOMED-CT
855271000000103,Very Mild Acute Rejection Of Renal Transplant,SNOMED-CT
226931000000109,Transplantation Of Ileum (Procedure),SNOMED-CT
288004005,Kidney Replacement (Disorder),SNOMED-CT
847821000000106,Rupture Of Vein Of Transplanted Kidney,SNOMED-CT
586331000000109,Revision Of Transplantation Of Heart Nec (Procedure),SNOMED-CT
847891000000109,Stenosis Of Vein Of Transplanted Kidney,SNOMED-CT
844671000000102,Vascular Complication Of Renal Transplant,SNOMED-CT
238241000000106,Other Specified Interventions Associated With Transplantation Of Kidney (Regime/Therapy),SNOMED-CT
431301000000106,[V]Other Specified Transplanted Organ Or Tissue (Context-Dependent Category),SNOMED-CT
262131000000102,"Pre-Transplantation Of Kidney Work-Up, Recipient",SNOMED-CT
255621000000109,Double Lung Transplant,SNOMED-CT
228751000000100,Interventions Associated With Transplantation Of Kidney (Regime/Therapy),SNOMED-CT
255641000000102,Single Lobe Lung Transplant,SNOMED-CT
938271000000101,Dissection Of Transplant Artery,SNOMED-CT
213146005,Complication Of Transplanted Organ (Disorder),SNOMED-CT
550501000000102,Transplantation Of Lung Nos (Procedure),SNOMED-CT
316059008,[V]Cornea Transplanted (Situation),SNOMED-CT
281551000000105,Transplantation Of Thymus Gland Nos (Procedure),SNOMED-CT
237191000000107,Other Specified Transplantation Of Ileum (Procedure),SNOMED-CT
864321000000104,Thrombosis Of Vein Of Transplanted Kidney,SNOMED-CT
231721000000102,"Allotransplantation Of Kidney From Cadaver, Heart-Beating (Procedure)",SNOMED-CT
464381000000109,[V]Liver Transplanted (Context-Dependent Category),SNOMED-CT
885861000000104,Liver Transplant Recipient (Finding),SNOMED-CT
855231000000100,Aneurysm Of Vein Of Transplanted Kidney,SNOMED-CT
316063001,[V]Unspecified Transplanted Organ Or Tissue (Situation),SNOMED-CT
316068005,[V]Has Artificial Heart Valve (Situation),SNOMED-CT
707891000000102,Complication Of Transplanted Lung,SNOMED-CT
234771000000101,Transplantation Of Ileum Nos (Procedure),SNOMED-CT
938441000000106,De Novo Glomerulonephritis,SNOMED-CT
238821000000100,Post-Transplantation Of Kidney Examination Of Live Donor (Regime/Therapy),SNOMED-CT
896571000000102,Transplantation Of Stomach,SNOMED-CT
916391000000102,Transplantation Of Stomach,SNOMED-CT
807951000000103,Cardiothoracic Transplantation,SNOMED-CT
281531000000103,Other Specified Transplantation Of Thymus Gland (Procedure),SNOMED-CT
938371000000106,De Novo Transplant Disease,SNOMED-CT
856691000000107,Chronic Rejection Of Renal Transplant - Grade 1,SNOMED-CT
562851000000107,Allotransplantation Of Heart Nec (Procedure),SNOMED-CT
843701000000100,Urological Complication Of Renal Transplant,SNOMED-CT
233331000000102,Orthotopic Transplantation Of Liver Nec (Procedure),SNOMED-CT
830871000000105,Acute-On-Chronic Rejection Of Renal Transplant,SNOMED-CT
316061004,[V]Liver Transplanted (Situation),SNOMED-CT
853031000000105,Aneurysm Of Artery Of Transplanted Kidney,SNOMED-CT
622441000000108,Transplantation Of Kidney Nos (Procedure),SNOMED-CT
257811000000106,Transplantation Of Liver Cells,SNOMED-CT
596001000000100,Other Transplantation Of Heart Nos (Procedure),SNOMED-CT
552991000000104,Transplantation Of Pancreas Nos (Procedure),SNOMED-CT
262141000000106,"Pre-Transplantation Of Kidney Work-Up, Live Donor",SNOMED-CT
885891000000105,Cornea Transplant Recipient (Finding),SNOMED-CT
916381000000104,Transplantation Of Stomach,SNOMED-CT
261991000000109,"Allotransplantation Of Kidney From Cadaver, Heart Non-Beating",SNOMED-CT
555141000000100,Other Specified Transplantation Of Lung (Procedure),SNOMED-CT
595961000000105,Transplantation Of Liver Nos (Procedure),SNOMED-CT
830881000000107,Acute Rejection Of Renal Transplant - Grade I,SNOMED-CT
702773008,Cornea Transplant Recipient (Finding),SNOMED-CT
377121000000100,Percutaneous Transhepatic Transplantation Of Pancreatic Islet Cell Using Fluoroscopic Guidance (Procedure),SNOMED-CT
81443009,Complication Of Transplant (Disorder),SNOMED-CT
526211000000102,Complication Of Transplanted Lung (Disorder),SNOMED-CT
400271000000108,[V]Has Artificial Heart Valve (Context-Dependent Category),SNOMED-CT
399241000000100,[V]Kidney Transplanted (Context-Dependent Category),SNOMED-CT
399631000000107,[V]Heart Valve Transplanted (Context-Dependent Category),SNOMED-CT
896591000000103,Allotransplantation Of Stomach,SNOMED-CT
856701000000107,Chronic Rejection Of Renal Transplant - Grade Ii,SNOMED-CT
595991000000104,Other Specified Other Transplantation Of Heart (Procedure),SNOMED-CT
857311000000108,Renal Transplant Rejection,SNOMED-CT
257171000000107,Allotransplantation Of Ileum,SNOMED-CT
316055002,[V]Heart Transplanted (Situation),SNOMED-CT
568721000000106,Other Specified Transplantation Of Heart And Lung (Procedure),SNOMED-CT
312602005,Lung Transplant Disorder (Disorder),SNOMED-CT
257161000000100,Transplantation Of Ileum,SNOMED-CT
591031000000104,History Of - Tissue/Organ Recipient Nos (Situation),SNOMED-CT
235291000000105,Interventions Associated With Transplantation Of Kidney Nos (Regime/Therapy),SNOMED-CT
288841000000100,Allotransplantation Of Thymus Gland,SNOMED-CT
586341000000100,Transplantation Of Heart And Lung Nos (Procedure),SNOMED-CT
417051000000108,[X]Failure And Rejection Of Other Transplanted Organ And Tissue (Disorder),SNOMED-CT
316054003,[V]Kidney Transplanted (Situation),SNOMED-CT
281181000000107,Allotransplantation Of Thymus Gland (Procedure),SNOMED-CT
916401000000104,Transplantation Of Stomach,SNOMED-CT
255631000000106,Single Lung Transplant,SNOMED-CT
538521000000107,Other Specified Transplantation Of Liver (Procedure),SNOMED-CT
