code,description,type
5953.,Combined Teletherapy And Intermediate Distance Curietherapy,CTV3
595Z.,Distant Gamma Therapy Nos,CTV3
596..,Short Distance And Contact Radiotherapy,CTV3
5961.,Radium Contact Therapy,CTV3
5962.,Beta Source Contact Therapy,CTV3
5963.,Mould Technique Gamma/Beta,CTV3
596Z.,Short Distance/Contact Radiotherapy Nos,CTV3
597..,Combined Radiotherapy,CTV3
5971.,External Beam With Internal Radiotherapy,CTV3
5972.,External Beam - Surgery With Preoperative Radiotherapy,CTV3
5973.,External Beam - Surgery With Postoperative Radiotherapy,CTV3
5974.,External Beam - Surgery With Chemotherapy,CTV3
5975.,External Beam With Chemotherapy,CTV3
597Z.,Combined Radiotherapy Nos,CTV3
59Z..,External Radiotherapy Nos,CTV3
5A...,(Radiotherapy - Internal) Or (Other Nuclear Therapy),CTV3
5A1..,Internal Metabolic Radiotherapy,CTV3
5A11.,Thyroid Gland Ablation - Irradiation,CTV3
5A12.,Thyroid Tumour/Metastasis Irradiation,CTV3
5A13.,Bone Marrow Suppression - Irradiation,CTV3
5A14.,Polycythaemia Irradiation,CTV3
5A15.,Bone Tumour/Metastasis Irradiation,CTV3
5A16.,Radioactive Drug Therapy,CTV3
5A17.,Combined Internal Radiotherapy,CTV3
5A1Z.,Internal Metabolic Radiotherapy Nos,CTV3
5A2..,Internal Radiotherapy - Unsealed Source,CTV3
5A21.,Radiotherapy: Infuse Skull/Brain,CTV3
5A22.,Radiotherapy: Infuse Head/Neck,CTV3
5A23.,Radiotherapy: Infuse Pleural Cavity,CTV3
5A24.,Radiotherapy: Infuse Peritoneal Cavity,CTV3
5A25.,Radiotherapy: Endolymphatic Infusion,CTV3
5A26.,Radiotherapy: Infuse Urinary Bladder,CTV3
5A27.,Radiotherapy: Infuse Organ Cavity,CTV3
5A28.,Radiotherapy: Infiltrate Tissue,CTV3
5A2Z.,Internal Unsealed Radiotherapy Nos,CTV3
5A3..,Internal Radiotherapy - Permanent Seeds,CTV3
5A31.,Radiotherapy: Seeds Into Hypophysis,CTV3
5A32.,Radiotherapy: Seeds Into Brain,CTV3
5A33.,Radiotherapy: Seeds Into Cavity,CTV3
5A3Z.,Radiotherapy: Permanent Seeds Nos,CTV3
5A4..,Radiotherapy Implant: [Needles] Or [Therapy],CTV3
5A41.,Radiotherapy: Temporary Brain Implant,CTV3
5A42.,Radiotherapy: Temporary Head/Neck Implant,CTV3
5A43.,Radiotherapy: Temporary Tongue Implant,CTV3
5A44.,Radiotherapy: Temporary Thorax Implant,CTV3
5A45.,Radiotherapy: Temporary Abdominal Implant,CTV3
5A46.,Radiotherapy: Temporary Pelvic Implant,CTV3
5A47.,Radiotherapy: Temporary Limb Implant,CTV3
5A48.,Radiotherapy: Temporary Lymphatic Implant,CTV3
5A4Z.,Radiotherapy: Temporary Implant Nos,CTV3
5A5..,Preload Cavity Radiotherapy - Sealed,CTV3
5A51.,Preload Radiotherapy - Orbit,CTV3
5A52.,Preload Radiotherapy - Paranasal Sinus,CTV3
5A53.,Preload Radiotherapy - Nose,CTV3
5A54.,Preload Radiotherapy - Mouth,CTV3
5A55.,Preload Radiotherapy - Ear,CTV3
5A56.,Preload Radiotherapy - Upper Gastrointestinal Tract,CTV3
5A57.,Preload Radiotherapy - Respiratory Organs,CTV3
5A58.,Preload Radiotherapy - Female Genital,CTV3
5A59.,Preload Radiotherapy - Urinary System,CTV3
5A5A.,Preload Radiotherapy - Rectum,CTV3
5A5B.,Preload Radioth.- Op Cavity,CTV3
5A5Z.,Preload Cavity Radiotherapy Nos,CTV3
5A6..,Afterloading Cavity Radiotherapy,CTV3
5A61.,Afterload Radiotherapy - Head,CTV3
5A62.,Afterload Radiotherapy - Upper Gastrointestinal Tract,CTV3
5A63.,Afterload Radiotherapy - Respiratory System,CTV3
5A64.,Afterload Radiotherapy - Female Genital,CTV3
5A65.,Afterload Radiotherapy - Urinary,CTV3
5A66.,Afterload Radiotherapy - Rectum,CTV3
5A67.,Afterload Radioth.- Op Cavity,CTV3
5A6Z.,Afterload Cavity Radiotherapy Nos,CTV3
5A7..,Radiomimetic Chemotherapy,CTV3
5A71.,Radiochemotherapy: Local Infiltration,CTV3
5A72.,Radiochemotherapy: To Stop Spread,CTV3
5A73.,Radiochemotherapy: Oral Route,CTV3
5A74.,Radiochemotherapy: Iv Route,CTV3
5A75.,Radiochemotherapy: For Immunosuppression,CTV3
5A76.,Radiochemotherapy: Local Artery,CTV3
5A77.,Radiochemotherapy: Into Cavity,CTV3
5A7Z.,Radiochemotherapy Nos,CTV3
5A8..,Other Radiotherapy Misc.,CTV3
5A81.,Give Radiosensitising Drug,CTV3
5A82.,Radiosensitising Measure,CTV3
5A83.,Radioprotective Drug,CTV3
5A8Z.,Other Radiotherapy Nos,CTV3
5AZ..,Other Nuclear Therapy Nos,CTV3
65NZ.,Prophylactic Chemotherapy Nos,CTV3
70462,Intrathecal Injection Of Chemotherapeutic Agent,CTV3
70522,Radiotherapy To Lesion Of Peripheral Nerve,CTV3
71011,Implantation Of Radioactive Substance Into Pituitary Gland,CTV3
72201,Radiotherapy To Lacrimal Gland,CTV3
72444,Radiotherapy Of Corneal Lesion,CTV3
72722,Radiotherapy To Lesion Of Retina,CTV3
7D034,Implantation Of Radioactive Substance Into Vulva,CTV3
7D154,Implantation Of Radioactive Substance Into Vagina,CTV3
7E0C0,Introduction Of Radioactive Substance Into Uterine Cavity,CTV3
7H2C0,Intraperitoneal Administration Of Radioactive Substance,CTV3
7M0P.,Introduction Removable Radioactive Material Into Organ Noc,CTV3
7M0P0,Introduction Of Radioactive Caesium Into Organ Noc,CTV3
7M0P1,Introduction Of Iridium Wire Into Organ Noc,CTV3
7M0P2,Introduction Of Radium Into Organ Noc,CTV3
7M0Py,Introduction Removable Radioactive Material To Organ Noc Os,CTV3
7M0Pz,Introduction Removable Radioactive Material To Organ Noc Nos,CTV3
7M371,Radiotherapy Nec,CTV3
863..,Phototherapy &/Or Radiation Therapy,CTV3
863Z.,Radiation/Phototherapy Nos,CTV3
8BA5.,Oral Chemotherapy (& Cytotoxic),CTV3
8BAD0,Cancer Chemotherapy,CTV3
8BAD1,Tb Chemotherapy,CTV3
8H2G.,Admit Radiotherapy Emergency,CTV3
8H3L.,Non-Urgent Radiotherapy Admission,CTV3
8H67.,Referred For Radiotherapy,CTV3
8HB5.,Combined Therapy Follow-Up,CTV3
8HB7.,Chemotherapy Follow-Up,CTV3
8J...,Radiotherapy Treatment Groups,CTV3
8J0..,Brachytherapy,CTV3
8J1..,Teletherapy,CTV3
9N1yC,Seen In Radiotherapy Clinic,CTV3
D2013,Aplastic Anaemia Due To Radiation,CTV3
SL07.,Antineoplastic Antibiotic Poisoning,CTV3
SL070,Cactinomycin Poisoning,CTV3
SL073,Daunorubicin Poisoning,CTV3
SL07z,Antineoplastic Antibiotic Poisoning Nos,CTV3
TA32.,Overdose Of Radiation In Therapy,CTV3
TB121,"Radiotherapy Procedure With Complication, Without Blame",CTV3
TJ07.,Adverse Reaction To Antineoplastic Antibiotics,CTV3
TJ070,Adverse Reaction To Actinomycin D,CTV3
TJ071,Adverse Reaction To Bleomycin,CTV3
TJ072,Adverse Reaction To Doxorubicin Hydrochloride,CTV3
TJ073,Adverse Reaction To Mitomycin,CTV3
TJ074,Adverse Reaction To Plicamycin,CTV3
TJ07z,Adverse Reaction To Antineoplastic Antibiotics Nos,CTV3
TJ310,Adverse Reaction To Busulfan,CTV3
TJ311,Adverse Reaction To Carmustine,CTV3
TJ312,Adverse Reaction To Chlorambucil,CTV3
TJ313,Adverse Reaction To Cyclophosphamide,CTV3
TJ314,Adverse Reaction To Estramustine Phosphate,CTV3
TJ315,Adverse Reaction To Lomustine,CTV3
TJ316,Adverse Reaction To Melphalan,CTV3
TJ317,Adverse Reaction To Chlormethine Hydrochloride,CTV3
TJ318,Adverse Reaction To Thiotepa,CTV3
TJ319,Adverse Reaction To Treosulphan,CTV3
TJ31A,Adverse Reaction To Cytarabine,CTV3
TJ31B,Adverse Reaction To Fluorouracil,CTV3
TJ31C,Adverse Reaction To Mercaptopurine,CTV3
TJ31D,Adverse Reaction To Methotrexate,CTV3
TJ31E,Adverse Reaction To Tioguanine,CTV3
TJ31F,Adverse Reaction To Etoposide,CTV3
TJ31G,Adverse Reaction To Vinblastine Sulphate,CTV3
TJ31H,Adverse Reaction To Vincristine Sulphate,CTV3
TJ31J,Adverse Reaction To Carboplatin,CTV3
TJ31K,Adverse Reaction To Cisplatin,CTV3
TJ31L,Adverse Reaction To Hydroxycarbamide,CTV3
TJ31M,Adverse Reaction To Mitoxantrone,CTV3
TJ31N,Adverse Reaction To Procarbazine,CTV3
TJ31P,Adverse Reaction To Razoxane,CTV3
TJ31z,Adverse Reaction To Antineoplastic/Immunosuppress Drugs Nos,CTV3
U6031,[X]Antineoplast Antimetabs Caus Adverse Eff In Therap Use,CTV3
U6032,[X]Antineoplast Natural Prod Caus Adverse Eff In Therap Use,CTV3
U6033,[X]Other Antineoplast Drugs Caus Adverse Eff In Therap Use,CTV3
U6132,[X]Overdose Of Radiation Given During Therapy,CTV3
Ub0w0,Radiotherapy Procedures,CTV3
Ub0w2,Superficial X-Ray Therapy,CTV3
Ub0w4,Grenz Ray Therapy,CTV3
Ub0w5,Orthovoltage X-Ray Therapy,CTV3
Ub0w6,Megavoltage X-Ray Therapy,CTV3
Ub0w7,Linear Accelerator X-Ray Therapy,CTV3
Ub0w8,Betatron X-Ray Therapy,CTV3
Ub0w9,Microtron X-Ray Therapy,CTV3
Ub0wA,Van Der Graaff X-Ray Therapy,CTV3
Ub0wB,Gamma Ray Teletherapy,CTV3
Ub0wC,Caesium 137 Teletherapy,CTV3
Ub0wD,Cobalt 60 Teletherapy,CTV3
Ub0wE,Teletherapy With Dual Headed Cobalt Unit,CTV3
Ub0wF,Stereotactic Cobalt Teletherapy,CTV3
Ub0wG,Radium 226 Teletherapy,CTV3
Ub0wH,Teletherapy With Radium Collar,CTV3
Ub0wI,Electron Teletherapy,CTV3
Ub0wJ,Linear Accelerator Electron Teletherapy,CTV3
Ub0wK,Betatron Electron Teletherapy,CTV3
Ub0wL,Microtron Electron Teletherapy,CTV3
Ub0wM,Strontium 90 Electron Teletherapy,CTV3
Ub0wN,Neutron Teletherapy,CTV3
Ub0wO,Cyclotron Neutron Teletherapy,CTV3
Ub0wP,Deuterium On Tritium Neutron Teletherapy,CTV3
Ub0wQ,Hiletron Neutron Teletherapy,CTV3
Ub0wR,Proton Teletherapy,CTV3
Ub0wT,Caesium 137 Brachytherapy,CTV3
Ub0wU,Caesium 137 Brachytherapy Manual Loading,CTV3
Ub0wV,Caesium 137 Brachytherapy Manual Loading Heyman's Capsules,CTV3
Ub0wW,Curietron Brachytherapy,CTV3
Ub0wX,Cobalt 60 Brachytherapy,CTV3
Ub0wY,Cobalt 60 Brachytherapy Manual Loading,CTV3
Ub0wZ,Cathetron Brachytherapy,CTV3
Ub0wa,Iridium 192 Brachytherapy,CTV3
Ub0wb,Gammamed Brachytherapy,CTV3
Ub0wc,Microselectron Brachytherapy,CTV3
Ub0wd,Selectron Brachytherapy,CTV3
Ub0we,Californium 252 Brachytherapy,CTV3
Ub0wf,Gold 198 Brachytherapy,CTV3
Ub0wg,Iodine 125 Brachytherapy,CTV3
Ub0wh,Phosphorus 32 Brachytherapy,CTV3
Ub0wi,Radium 226 Brachytherapy,CTV3
Ub0wj,Radon 222 Brachytherapy,CTV3
Ub0wk,Ruthenium 106 Brachytherapy,CTV3
Ub0wl,Strontium 90 Brachytherapy,CTV3
Ub0wm,Tantalum 182 Brachytherapy,CTV3
Ub0wn,Yttrium 90 Brachytherapy,CTV3
Ub0wo,Radionuclide Therapy,CTV3
Ub0wp,Yttrium 90 Therapy,CTV3
Ub0wq,Iodine 131 Therapy,CTV3
Ub0wr,Phosphorus 32 Therapy,CTV3
Ub0ws,Iodine 131 Meta-Iodobenzylguanidine Therapy,CTV3
Ub0wt,Strontium 89 Therapy,CTV3
Ub0wu,Gold 198 Therapy,CTV3
Ub0wv,Radiotherapy Planning,CTV3
Ub0ww,Radiotherapy Planning Using A Free Set Up,CTV3
Ub0wx,Radiotherapy Planning Using A Simulator,CTV3
Ub0wy,Radiotherapy Planning Using Simulator Fluoroscopy,CTV3
Ub0wz,Radiotherapy Planning Using A Simulator X-Ray Film,CTV3
Ub0x0,Radiotherapy Planning Using Diagnostic Radiology,CTV3
Ub0x4,Radiotherapy Planning Using Computerised Tomography,CTV3
Ub0x5,Radiotherapy Planning Using Magnetic Resonance Imaging,CTV3
Ub0x6,Radiotherapy Planning Using Mould Room Preparation,CTV3
Ub0x7,Making Of Beam Direction Shell For Radiotherapy,CTV3
Ub0x8,Making Of Bite Block For Radiotherapy,CTV3
Ub0x9,Making Of Bolus Block For Radiotherapy,CTV3
Ub0xA,Making Of Compensator For Radiotherapy,CTV3
Ub0xB,Making Of Cut-Out For Radiotherapy,CTV3
Ub0xC,Making Of Docking Unit For Radiotherapy,CTV3
Ub0xD,Making Of Template For Radiotherapy,CTV3
Ub0xE,Making Of Shielding Block For Radiotherapy,CTV3
Ub0xF,Making Of Surface Mould For Brachytherapy,CTV3
Ub0xG,Radiotherapy Calculation,CTV3
Ub0xH,Calculation Of Teletherapy,CTV3
Ub0xI,Calculation Of Teletherapy Parameters,CTV3
Ub0xJ,Outlining For Radiotherapy Dose Calculation,CTV3
Ub0xK,Calculation Of Radiotherapy Isodose Distribution,CTV3
Ub0xL,Calculation Of Radiotherapy Dose Corrections,CTV3
Ub0xM,Calculation Of Radiotherapy Dose-Volume Histogram,CTV3
Ub0xN,Calculation Of Brachytherapy,CTV3
Ub0xO,Calculation Of Radionuclide Therapy,CTV3
Ub1Pe,Pulsed Electromagnetic Energy Therapy,CTV3
X00Te,Radiotherapy To Orbital Lesion,CTV3
X00U8,Radiotherapy To Lesion Of Medial Canthus,CTV3
X00UQ,Radiotherapy To Lesion Of Lateral Canthus,CTV3
X00X9,Radiotherapy To Ciliary Body,CTV3
X00Xi,Radiotherapy To Retina,CTV3
X00Y8,Radiotherapy To Lesion Of Choroid,CTV3
X20by,Bile Duct Endoluminal Radiotherapy,CTV3
X71bL,Chemotherapy,CTV3
XC0gO,Radioactive Iodine Therapy,CTV3
XE0Jb,Intravenous Chemotherapy,CTV3
XE0Jc,Intramuscular Chemotherapy,CTV3
XE0Je,Subcutaneous Chemotherapy,CTV3
XE0hv,Oral Chemotherapy,CTV3
XE14D,Neutropenia Due To Irradiation,CTV3
XE1Rx,Radioactive Drug Therapy (& I131),CTV3
XE1Sk,Prophylactic Chemotherapy,CTV3
XE2r3,Temporary Implant Radiotherapy,CTV3
XE2rh,Other Nuclear Therapy,CTV3
XS90X,Treatment Planning For Brachytherapy,CTV3
Xa3yl,Cytotoxic Given Orally,CTV3
Xa3yn,Cytotoxic Drug Therapy Nos,CTV3
Xa4sx,Accidental Daunorubicin Poisoning,CTV3
Xa4sy,Intentional Daunorubicin Poisoning,CTV3
Xa4sz,Daunorubicin Poisoning Of Undetermined Intent,CTV3
Xa7mv,Radiotherapy To Lesion Of Canthus,CTV3
Xa8SI,Radiotherapy,CTV3
Xa97L,Radiotherapy - Internal,CTV3
XaC0F,Continuous Infusion Of Chemotherapy,CTV3
XaC0G,Intramuscular Injection Of Methotrexate,CTV3
XaC0H,Intravenous Injection Of Methotrexate,CTV3
XaC0n,Diagnostic Intravenous Injection Of Camsilon,CTV3
XaDn1,X-Ray Teletherapy,CTV3
XaDn2,Radiolabelled Antibody Therapy,CTV3
XaDok,Caesium 137 Brachytherapy Remote Afterloading,CTV3
XaDol,Cobalt 60 Brachytherapy Remote Afterloading,CTV3
XaDor,Iridium 192 Brachytherapy Remote Afterloading,CTV3
XaDot,Heavy Ion Teletherapy,CTV3
XaDp8,Radiotherapy Mould Room Procedure,CTV3
XaDzO,Intramuscular Injection Of Betamethasone,CTV3
XaECT,Electromagnetic Energy Therapy,CTV3
XaFBN,Palliative Course Of Deep X-Ray Therapy,CTV3
XaFBO,Preoperative Course Of Deep X-Ray Therapy,CTV3
XaFBP,Postoperative Course Of Deep X-Ray Therapy,CTV3
XaFz7,Treatment Planning For Teletherapy,CTV3
XaI8k,Ambulatory Chemotherapy,CTV3
XaIR9,Awaiting Radiotherapy,CTV3
XaIky,Pre-Operative Chemotherapy,CTV3
XaIkz,Post-Operartive Chemotherapy,CTV3
XaIl6,High Dose Brachytherapy,CTV3
XaImG,Iodine Seed Radiotherapy,CTV3
XaIme,Combined Pre-Operative Chemotherapy And Radiotherapy,CTV3
XaImf,Combined Post-Operative Chemotherapy And Radiotherapy,CTV3
XaIpD,Selectron Therapy,CTV3
XaIpE,Iridium Wire Therapy,CTV3
XaIpe,Stereotactic Radiotherapy,CTV3
XaJr8,Intramuscular Injection Of Methylprednisolone,CTV3
XaKwV,Chemotherapy Started,CTV3
XaL5K,Plaque Radiotherapy To Lesion Of Retina,CTV3
XaLbh,Stereotactic Radiosurgery On Tissue Of Brain,CTV3
XaLdq,Selective Internal Radiotherapy Microspheres Lesion Of Liver,CTV3
XaLdr,Percutaneous Radiofrequency Ablation Of Lesion Of Liver,CTV3
XaLuJ,External Beam Radiotherapy To Lesion Of Retina,CTV3
XaLyT,Radioactive Seed Implantation Noc,CTV3
XaLyX,Intro Radioactive Substance Org Interstit Brachytherapy Noc,CTV3
XaLzs,Other Specified Radiotherapy Procedures,CTV3
XaLzt,Radiotherapy Procedures Nos,CTV3
XaLzu,Delivery Fraction Complex Radiotherapy Megavoltage Machine,CTV3
XaLzv,Delivery Fraction Simple Radiotherapy Megavoltage Machine,CTV3
XaLzw,Delivery Fraction Radiotherapy Superficial Orthovoltage Mach,CTV3
XaM2B,Radiotherapy Delivery,CTV3
XaM2C,Delivery Of A Fraction Of Total Body Irradiation (Tbi),CTV3
XaM2E,Delivery Of A Fraction Of Intracavitary Radiotherapy,CTV3
XaM2F,Delivery Of A Fraction Of Interstitial Radiotherapy,CTV3
XaM2G,Other Specified Radiotherapy Delivery,CTV3
XaM2H,Radiotherapy Delivery Nos,CTV3
XaM2M,Rad Prep ([And/Or] Prep For Ext Beam Rad And/Or Brachythera),CTV3
XaM2N,Preparation For Total Body Irradiation,CTV3
XaM2O,Prep For Intracavitary Radiotherapy ([And/Or] Brachytherapy),CTV3
XaM2P,Prep For Interstitial Radiotherapy ([And/Or] Brachytherapy),CTV3
XaM2Q,Other Spec Rad Prep ([And/Or] Other Spec Prep Ext Beam Rad),CTV3
XaM2R,Radiothp Prep Nos ([And/Or] Prep For Ext Beam Radiothp Nos),CTV3
XaM2S,Radio Vol Definition ([And/Or] Prep Ex Beam Radio Or Brachy),CTV3
XaM2T,Prep ([And/Or] Vol Def Radiotherapy Imag And Imrt Dosimetry),CTV3
XaM2U,"Prep ([And/Or] Vol Def For Radioth With Imag, Dos Tech Supp)",CTV3
XaM2V,Prep ([And/Or] Vol Def Mult Phases Complx Radioth With Dosim,CTV3
XaM2W,Vol Def ([And/Or] Prep For Simpl Radioth With Imag Dosimtry),CTV3
XaM2X,Vol Defin ([And/Or] Prep) For Simp Radio Imag And Simpl Calc,CTV3
XaM2Y,"Prep ([And/Or] Vol De Sup Deep X-Ray, Ele Megav Rad Si Calc)",CTV3
XaM2Z,Oth Spec Rad Vol Definition ([And/Or] Prep For Ext Beam Rad),CTV3
XaM2a,Rad Vol Defin ([And/Or] Prep For Externl Beam Radiother) Nos,CTV3
XaM49,Chemotherapy Delivery,CTV3
XaM4A,Delivery Of Chemotherapy For Neoplasm,CTV3
XaM4B,Del Comp Chemo Neo Inc Prolong Infusion Treat First Attend,CTV3
XaM4C,Deliv Complex Parenteral Chemotherapy Neopl First Attendance,CTV3
XaM4D,Deliver Simple Parenteral Chemother Neoplas First Attendance,CTV3
XaM4E,Delivery Subsequent Element Cycle Chemotherapy For Neoplasm,CTV3
XaM4F,Other Specified Delivery Of Chemotherapy For Neoplasm,CTV3
XaM4G,Delivery Of Chemotherapy For Neoplasm Nos,CTV3
XaM4H,Delivery Of Oral Chemotherapy For Neoplasm,CTV3
XaM4I,Delivery Of Exclusively Oral Chemotherapy For Neoplasm,CTV3
XaM4J,Other Specified Delivery Of Oral Chemotherapy For Neoplasm,CTV3
XaM4L,Delivery Of Oral Chemotherapy For Neoplasm Nos,CTV3
XaM4w,Percutaneous Radiofrequency Ablation Of Lesion Of Kidney,CTV3
XaMAv,Endoscopic Radiofrequency Ablation Of Lesion Of Prostate,CTV3
XaMB1,Transurethral Radiofrequency Needle Ablation Of Prostate,CTV3
XaMOH,Seed Implantation Into Prostate,CTV3
XaMlE,Percutaneous Radiofrequency Ablation Of Lesion Of Lung,CTV3
XaMtr,Delivery Of A Fraction Of External Beam Radiotherapy Nec,CTV3
XaMuE,Oral Delivery Of Radiotherapy For Thyroid Ablation,CTV3
XaMv7,Radioactive Seed Implantation Into Prostate,CTV3
XaNS5,Radiotherapy To Perineum,CTV3
XaNS6,Radiotherapy To Abdomen,CTV3
XaNS7,Radiotherapy To Neck,CTV3
XaNS8,Radiotherapy To Chest Wall,CTV3
XaNSA,Radiotherapy To Axilla,CTV3
XaNSB,Radiotherapy To Breast,CTV3
XaNSC,Radiotherapy To Head,CTV3
XaNSD,Radiotherapy To Pelvis,CTV3
XaNSR,Radiotherapy By Body Site,CTV3
XaPt9,Percutaneous Radiofrequency Ablation Of Lesion Of Bone,CTV3
XaPuI,Preparation For External Beam Radiotherapy,CTV3
XaPuJ,Preparation For Intensity Modulated Radiation Therapy,CTV3
XaPuL,Preparation For Hemi Body Irradiation,CTV3
XaPuM,Preparation For Simp Radiotherapy With Imaging And Dosimetry,CTV3
XaPuN,Prep For Simple Radioth With Imaging And Simple Calculation,CTV3
XaPuO,Prepar For Superficial Radiotherapy With Simple Calculation,CTV3
XaPuP,Preparation For Complex Conformal Radiotherapy,CTV3
XaPuQ,Other Specified Preparation For External Beam Radiotherapy,CTV3
XaPuR,Preparation For External Beam Radiotherapy Nos,CTV3
XaPuS,Preparation For Brachytherapy,CTV3
XaPuT,Preparation For Intraluminal Brachytherapy,CTV3
XaPuU,Preparation For Intracavitary Brachytherapy,CTV3
XaPuV,Preparation For Interstitial Brachytherapy,CTV3
XaPuW,Other Specified Preparation For Brachytherapy,CTV3
XaPuX,Preparation For Brachytherapy Nos,CTV3
XaPve,Megavoltage Treatment For Complex Radiotherapy,CTV3
XaPvf,Megavoltage Treatment For Simple Radiotherapy,CTV3
XaPvg,Superficial Or Orthovoltage Treatment For Radiotherapy,CTV3
XaPvh,Megavoltage Treatment For Adaptive Radiotherapy,CTV3
XaPvi,Technical Support For Preparation For Radiotherapy,CTV3
XaPvj,Other Specified Support For Preparation For Radiotherapy,CTV3
XaPvk,Support For Preparation For Radiotherapy Nos,CTV3
XaPvl,Support For Preparation For Radiotherapy,CTV3
XaPvm,Intro Radioactive Substance Into Organ For Brachytherapy Noc,CTV3
XaPvn,Intro Non-Remov Radioact Subst Into Organ For Brachyther Noc,CTV3
XaPw8,Delivery Of A Fraction Of Intraluminal Brachytherapy,CTV3
XaVwB,Cancer Chemotherapy Management Plan,CTV3
XaZD3,Neoadjuvant Chemotherapy,CTV3
XaZWZ,Electrochemotherapy,CTV3
Xaaqq,Hypofractionated Srt Using Megavoltage Radiation,CTV3
Xaaw6,High Cost Chemotherapy Drugs,CTV3
Xaawm,Pulsed Dose Rate Brachytherapy,CTV3
Y035e,Radiotherapy To Head,CTV3
Y035f,Radiotherapy To Neck,CTV3
Y036a,Radiotherapy To Breast,CTV3
Y036b,Radiotherapy To Axilla,CTV3
Y036c,Radiotherapy To Subclavia,CTV3
Y036d,Radiotherapy To Chest Wall,CTV3
Y036e,Radiotherapy To Pelvis,CTV3
Y036f,Radiotherapy To Abdomen,CTV3
Y037a,Radiotherapy To Perineum,CTV3
Y037b,Radiotherapy To Bone,CTV3
ZV073,[V]Other Prophylactic Chemotherapy,CTV3
ZV580,[V]Radiotherapy Session,CTV3
ZV581,[V]Maintenance Chemotherapy,CTV3
ZV588,[V]Chemotherapy Session For Neoplasm,CTV3
ZV661,[V]Convalescence After Radiotherapy,CTV3
ZV672,[V]Chemotherapy Follow-Up,CTV3
ZV678,[V]Follow-Up Examin After Chemotherapy For Malign Neoplasm,CTV3
ZV679,[V]Follow-Up Exam Aft Combined Treatment For Malig Neoplasm,CTV3
ZV6B1,[V]Follow-Up Exam After Chemotherapy For Other Conditions,CTV3
ZVu0C,[X]Follow-Up Examinat After Radiother For Other Conditions,CTV3
ZVu0D,[X]Follow-Up Examinat After Chemother For Other Conditions,CTV3
ZVu3L,[X]Other Chemotherapy,CTV3
Z081,Follow-Up Examination After Radiotherapy For Malignant Neoplasm,ICD-10
Z082,Follow-Up Examination After Chemotherapy For Malignant Neoplasm,ICD-10
Z087,Follow-Up Examination After Combined Treatment For Malignant Neoplasm,ICD-10
Z091,Follow-Up Examination After Radiotherapy For Other Conditions,ICD-10
Z092,Follow-Up Examination After Chemotherapy For Other Conditions,ICD-10
Z541,Convalescence Following Radiotherapy,ICD-10
Z542,Convalescence Following Chemotherapy,ICD-10
Z547,Convalescence Following Combined Treatment,ICD-10
T451,Poisoning: Antineoplastic And Immunosuppressive Drugs,ICD-10
U86,Resistance To Antineoplastic Drugs,ICD-10
