code,description,type
H35y2,Fish-Meal Workers' Lung,CTV3
H35y3,Furriers' Lung,CTV3
H35y4,Grain-Handlers' Disease,CTV3
H35y5,Pituitary Snuff-Takers' Disease,CTV3
H35y6,Sequoiosis,CTV3
H35y7,Wood Pulp Workers' Lung,CTV3
H35y8,Air-Conditioner And Humidifier Lung,CTV3
H35yz,Other Allergic Alveolitis Nos,CTV3
H35z.,Allergic Alveolitis And Pneumonitis Nos,CTV3
H35z0,Allergic Extrinsic Alveolitis Nos,CTV3
H35z1,Hypersensitivity Pneumonitis Nos,CTV3
H3y..,Other Specified Chronic Obstructive Airways Disease,CTV3
H3y..,Other Specified Chronic Obstructive Airways Disease,CTV3
H3y0.,Chronic Obstruct Pulmonary Dis With Acute Lower Resp Infectn,CTV3
H3y1.,"Chron Obstruct Pulmonary Dis Wth Acute Exacerbation, Unspec",CTV3
H3z..,Chronic Obstructive Airways Disease Nos,CTV3
H3z..,Chronic Obstructive Airways Disease Nos,CTV3
H4...,Lung Dis: [Pneumoconioses] Or [Occup] Or [Due Extern Agent],CTV3
H40..,Coal Workers' Pneumoconiosis,CTV3
H41..,Asbestos Pneumoconiosis,CTV3
H41z.,Asbestosis Nos,CTV3
H42..,Silicosis,CTV3
H420.,Talc Pneumoconiosis,CTV3
H421.,Simple Silicosis,CTV3
H422.,Complicated Silicosis,CTV3
H423.,Massive Silicotic Fibrosis,CTV3
H42z.,Silica Pneumoconiosis Nos,CTV3
H43..,Pneumoconiosis Due To Other Inorganic Dust,CTV3
H430.,Aluminium Lung,CTV3
H431.,Bauxite Pneumoconiosis,CTV3
H432.,Berylliosis,CTV3
H433.,Graphite Pneumoconiosis,CTV3
H434.,Iron Pneumoconiosis,CTV3
H435.,Tin Pneumoconiosis,CTV3
H43z.,Pneumoconiosis Due To Inorganic Dust Nos,CTV3
H44..,Pneumopathy Due To Inhalation Of Other Dust,CTV3
H440.,Byssinosis,CTV3
H441.,Cannabinosis,CTV3
H44z.,Pneumopathy Due To Inhalation Of Other Dust Nos,CTV3
H45..,Pneumoconiosis Nos,CTV3
H450.,Pneumoconiosis Associated With Tuberculosis,CTV3
H460.,Bronchitis And Pneumonitis Due To Chemical Fumes,CTV3
H4601,Acute Pneumonitis Due To Chemical Fumes,CTV3
H460z,Bronchitis And Pneumonitis Due To Chemical Fumes Nos,CTV3
H464.,Chronic Respiratory Conditions Due To Chemical Fumes,CTV3
H4640,Chronic Emphysema Due To Chemical Fumes,CTV3
H4641,Toxic Bronchiolitis Obliterans,CTV3
H4642,Chronic Pulmonary Fibrosis Due To Chemical Fumes,CTV3
H464z,Chronic Respiratory Conditions Due To Chemical Fumes Nos,CTV3
H46z0,Silo-Fillers' Disease,CTV3
H47..,Aspiration Pneumonitis,CTV3
H4y0.,Acute Pulmonary Radiation Disease,CTV3
H4y00,Acute Radiation Pneumonitis,CTV3
H4y0z,Acute Pulmonary Radiation Disease Nos,CTV3
H4y1.,Chronic Pulmonary Radiation Disease,CTV3
H4y10,Radiation-Induced Diffuse Interstitial Pulmonary Fibrosis,CTV3
H4y1z,Chronic Pulmonary Radiation Disease Nos,CTV3
H4y2.,Drug-Induced Interstitial Lung Disorders,CTV3
H4y20,Acute Drug-Induced Interstitial Lung Disorders,CTV3
H4y21,Chronic Drug-Induced Interstitial Lung Disorders,CTV3
H52y1,Persistent Pneumothorax,CTV3
H5302,Gangrenous Pneumonia,CTV3
H5410,Chronic Pulmonary Oedema,CTV3
H55..,Lung: [Cirrhosis Of] Or [Postinflamm Pulmonary Fibrosis],CTV3
H561.,Idiopathic Pulmonary Haemosiderosis,CTV3
H563.,(Fibros Alveolitis: [Idiopath][Cryptog]) Or (Hamm-Rich Synd),CTV3
H5631,Diffuse Interstitial Pulmonary Fibrosis,CTV3
H563z,Idiopathic Fibrosing Alveolitis Nos,CTV3
H56y0,Endogenous Lipoid Pneumonia,CTV3
H571.,Rheumatic Pneumonia,CTV3
H572.,Lung Disease With Systemic Sclerosis,CTV3
H57y0,Pulmonary Amyloidosis,CTV3
H57y1,Lung Disease With Polymyositis,CTV3
H57y2,Pulmonary Sarcoidosis,CTV3
H57y3,Lung Disease With Sjogren's Disease,CTV3
H57y4,Lung Disease With Systemic Lupus Erythematosus,CTV3
H581.,(Emphysema [Interstitial]/[Mediastinal])/(Pneumomediastinum),CTV3
H582.,Compensatory Emphysema,CTV3
H583.,Pulmonary Eosinophilia,CTV3
H591.,Chronic Respiratory Failure,CTV3
Hy02.,Chronic Pulmonary Insufficiency Following Surgery,CTV3
Hyu30,[X]Other Emphysema,CTV3
Hyu31,[X]Other Specified Chronic Obstructive Pulmonary Disease,CTV3
Hyu40,[X]Pneumoconiosis Due To Other Dust Containing Silica,CTV3
Hyu41,[X]Pneumoconiosis Due To Other Specified Inorganic Dusts,CTV3
Hyu43,[X]Hypersensitivity Pneumonitis Due To Other Organic Dusts,CTV3
Hyu47,[X]Pneumonitis Due To Inhalation Of Other Solids And Liquids,CTV3
Hyu50,[X]Other Interstitial Pulmonary Diseases With Fibrosis,CTV3
K260.,(Azoospermia) Or (Young's Syndrome),CTV3
L380.,(Obstet Anaesth + Pulm Complications) Or (Mendelson's Syndr),CTV3
N0421,Rheumatoid Lung,CTV3
N0421,Rheumatoid Lung,CTV3
N04y0,(Rheum Lung) Or (Caplan Synd) Or (Fibr Alveolit Assoc Arthr),CTV3
P851.,Pulmonary Hypoplasia,CTV3
P861.,Congenital Bronchiectasis,CTV3
PK35.,Kartageners Syndrome,CTV3
Q317.,Neonatal Chronic Respiratory Disease,CTV3
Q3170,Bronchopulmonary Dysplasia,CTV3
Q3171,Prematurity With Interstitial Pulmonary Fibrosis,CTV3
Q3172,Pulmonary Dysmaturity,CTV3
Q317z,Perinatal Chronic Respiratory Disease Nos,CTV3
Qyu36,[X]Other Chronic Resp Diseases Originating/Perinatal Period,CTV3
SP130,Mendelson's Syndrome As A Complication Of Care,CTV3
SP131,Other Aspiration Pneumonia As A Complication Of Care,CTV3
X00s1,Single Lung Transplant,CTV3
X00s2,Double Lung Transplant,CTV3
X00s3,Double Lung Transplant As A Block,CTV3
X00s4,Bilateral Sequential Single Lung Transplant,CTV3
X100V,Chronic Pulmonary Coccidioidomycosis,CTV3
X100l,Congenital Cystic Bronchiectasis,CTV3
X100m,Acquired Bronchiectasis,CTV3
X100n,Idiopathic Bronchiectasis,CTV3
X100o,Obstructive Bronchiectasis,CTV3
X100p,Toxin-Induced Bronchiectasis,CTV3
X100q,Bronchiectasis Due To Toxic Aspiration,CTV3
X100r,Bronchiectasis Due To Toxic Inhalation,CTV3
X100t,Post-Lung Transplantation Bronchiectasis,CTV3
X101U,Asbestos-Induced Pleural Plaque,CTV3
X101U,Asbestos-Induced Pleural Plaque,CTV3
X101X,Inherited Mucociliary Clearance Defect,CTV3
X101Z,Primary Ciliary Dyskinesia,CTV3
X101a,Primary Ciliary Dyskinesia - Transposn Ciliary Microtubules,CTV3
X101b,Immotile Cilia Syndrome Due To Defective Radial Spokes,CTV3
X101c,Immotile Cilia Syndrome Due To Excessively Long Cilia,CTV3
X101d,Young's Syndrome,CTV3
X101e,Rutland Ciliary Disorientation Syndrome,CTV3
X101i,"Chron Obstruct Pulmonary Dis Wth Acute Exacerbation, Unspec",CTV3
X101j,Occupational Chronic Bronchitis,CTV3
X101k,Byssinosis Grade 3,CTV3
X101l,Bronchiolitis Obliterans,CTV3
X101m,Drug-Induced Bronchiolitis Obliterans,CTV3
X101n,Pulmonary Emphysema,CTV3
X101o,Pulmonary Emphysema In Alpha-1 Pi Deficiency,CTV3
X101p,Toxic Emphysema,CTV3
X101q,Congenital Lobar Emphysema,CTV3
X101r,Scar Emphysema,CTV3
X102B,Mill Fever,CTV3
X102H,Cryptogenic Pulmonary Eosinophilia,CTV3
X102J,Animal Handlers' Lung,CTV3
X102K,Dog House Disease,CTV3
X102L,Dry Rot Lung,CTV3
X102M,Lycoperdonosis,CTV3
X102N,Wheat Weevil Disease,CTV3
X102O,New Guinea Lung,CTV3
X102P,Paprika Splitters' Lung,CTV3
X102Q,Pyrethrum Alveolitis,CTV3
X102R,Rodent Handlers' Lung,CTV3
X102S,Sewage Workers' Lung,CTV3
X102T,Summer-Type Hypersensitivity Pneumonitis,CTV3
X102U,Vineyard Sprayers' Lung,CTV3
X102j,Cryptogenic Organising Pneumonitis,CTV3
X102j,Cryptogenic Organising Pneumonitis,CTV3
X102k,"Seasonal Crypt Organising Pneumonia, Biochemical Cholestasis",CTV3
X102u,Pulmonary Fibrosis,CTV3
X102v,Usual Interstitial Pneumonitis,CTV3
X102v,Usual Interstitial Pneumonitis,CTV3
X102w,Desquamative Interstitial Pneumonitis,CTV3
X102x,Lymphoid Interstitial Pneumonitis,CTV3
X102y,Giant Cell Interstitial Pneumonitis,CTV3
X102z,Bronchiolitis Obliterans With Usual Interstitial Pneumonitis,CTV3
X1030,Toxic Diffuse Interstitial Pulmonary Fibrosis,CTV3
X1031,Drug-Induced Diffuse Interstitial Pulmonary Fibrosis,CTV3
X1032,Localised Pulmonary Fibrosis,CTV3
X1033,Mediastinal Radiation Fibrosis,CTV3
X1034,Pneumonitis Of Non-Infectious Cause,CTV3
X1035,Cholesterol Pneumonia,CTV3
X1038,Lupus Pneumonia,CTV3
X103A,Toxic Pneumonitis,CTV3
X103G,Radiation-Induced Fibrous Mediastinitis,CTV3
X103W,Simple Pneumoconiosis,CTV3
X103X,Complicated Pneumoconiosis,CTV3
X103Y,Rheumatoid Pneumoconiosis,CTV3
X103Y,Rheumatoid Pneumoconiosis,CTV3
X103Z,Bentonite Pneumoconiosis,CTV3
X103a,Erionite Pneumoconiosis,CTV3
X103b,Kaolin Pneumoconiosis,CTV3
X103c,Metal Pneumoconiosis,CTV3
X103d,Antimony Pneumoconiosis,CTV3
X103e,Argyro-Siderosis,CTV3
X103f,Barium Pneumoconiosis,CTV3
X103h,Subacute Berylliosis,CTV3
X103i,Chronic Berylliosis,CTV3
X103j,Cerium Pneumoconiosis,CTV3
X103k,Hard Metal Pneumoconiosis,CTV3
X103l,Nickel Pneumoconiosis,CTV3
X103m,Thorium Pneumoconiosis,CTV3
X103n,Zirconium Pneumoconiosis,CTV3
X103o,Mica Pneumoconiosis,CTV3
X103p,Mixed Mineral Dust Pneumoconiosis,CTV3
X103q,Liparosis,CTV3
X103r,Slate Pneumoconiosis,CTV3
X103s,Diatomite Pneumoconiosis,CTV3
X103u,Subacute Silicosis,CTV3
X103v,Chronic Silicosis,CTV3
X103w,Silicotuberculosis,CTV3
X103x,Wollastonite Pneumoconiosis,CTV3
X1043,Stage 1 Pulmonary Sarcoidosis,CTV3
X1044,Stage 2 Pulmonary Sarcoidosis,CTV3
X1045,Stage 3 Pulmonary Sarcoidosis,CTV3
X1046,Stage 4 Pulmonary Sarcoidosis,CTV3
X1047,Endobronchial Sarcoidosis,CTV3
X1048,Necrotising Sarcoid Granulomatosis,CTV3
X1049,Sarcoid Pulmonary Calcification,CTV3
X104B,Grain Fever,CTV3
X104C,Humidifier Fever,CTV3
X309R,Cystic Fibrosis Of Pancreas,CTV3
X701k,Fibrosing Alveolitis Associated With Rheumatoid Arthritis,CTV3
X701k,Fibrosing Alveolitis Associated With Rheumatoid Arthritis,CTV3
X70Eg,Pneumonitis Due To Fetal Aspiration,CTV3
X70RL,Chronic Pulmonary Histoplasmosis Capsulati,CTV3
XE0YM,Purulent Chronic Bronchitis,CTV3
XE0YN,Bullous Emphysema With Collapse,CTV3
XE0YO,Atrophic (Senile) Emphysema,CTV3
XE0YO,Atrophic (Senile) Emphysema,CTV3
XE0YP,Other Emphysema Nos,CTV3
XE0YY,Lung Disease Due To External Agents,CTV3
XE0Ya,Post-Inflammatory Pulmonary Fibrosis,CTV3
XE0Ya,Post-Inflammatory Pulmonary Fibrosis,CTV3
XE0Yb,Cryptogenic Fibrosing Alveolitis,CTV3
XE0Yb,Cryptogenic Fibrosing Alveolitis,CTV3
XE0ZN,Chronic: [Bronchitis Nos] Or [Tracheobronchitis],CTV3
XE0ZV,"(Extrin Allerg Alveol)/(Farm Lung)/(Pneumonitis, Allerg Nos)",CTV3
XE0ZX,(Asbestosis) Or (Byssinosis) Or (Pleural Plaque Disease),CTV3
XE0ZZ,(Pneumoconiosis Nos) Or (Siderosis),CTV3
XE0Zf,Chronic Chemical Resp. Disease,CTV3
XE0Zh,Chemical Resp. Disease Nos,CTV3
XE0Zr,Idiopath. Fibrosing Alveolitis (& Hamman-Rich Syndrome),CTV3
XE1NO,(Congenital Resp Anomalies Nos) Or (Bronchiectasis - Congen),CTV3
XE1ep,Other Specified Perinatal Chronic Respiratory Disease,CTV3
XE2Pp,History Of Chronic Obstructive Pulmonary Disease,CTV3
XE2Pp,History Of Chronic Obstructive Pulmonary Disease,CTV3
XM1Qc,Tension Pneumatocele,CTV3
XSC3p,Complication Of Transplanted Lung,CTV3
Xa08A,Chronic Pulmonary Insufficiency Of Prematurity,CTV3
Xa0BC,Pulmonary Fibroplasia,CTV3
Xa0Qe,Congenital Hypoplasia Of Lung,CTV3
Xa0Qi,Secondary Pulmonary Hypoplasia,CTV3
Xa0Qj,Pulmonary Hypoplasia Associated With Short Gestation,CTV3
Xa0Tw,Primary Pulmonary Hypoplasia,CTV3
Xa35l,Acute Infective Exacerbation Chronic Obstruct Airway Disease,CTV3
Xa9Bw,Pneumoconiosis,CTV3
Xa9Bw,Pneumoconiosis,CTV3
Xa9Bx,Radiation Pneumonitis,CTV3
XaBDb,Cystic Fibrosis With Other Manifestations,CTV3
XaBDb,Cystic Fibrosis With Other Manifestations,CTV3
XaEIV,Mild Chronic Obstructive Pulmonary Disease,CTV3
XaEIW,Moderate Chronic Obstructive Pulmonary Disease,CTV3
XaEIY,Severe Chronic Obstructive Pulmonary Disease,CTV3
XaEKI,Flax-Dressers' Disease,CTV3
XaIND,End Stage Chronic Obstructive Airways Disease,CTV3
XaIQT,Chronic Obstructive Pulmonary Disease Monitoring,CTV3
XaIQg,Interstitial Pulmonary Emphysema,CTV3
XaIQg,Interstitial Pulmonary Emphysema,CTV3
XaIQh,Mediastinal Emphysema,CTV3
XaIRO,Chronic Obstructive Pulmonary Disease Monitoring Due,CTV3
XaIUt,Copd Self-Management Plan Given,CTV3
XaIes,Chronic Obstructive Pulmonary Disease Follow-Up,CTV3
XaIes,Chronic Obstructive Pulmonary Disease Follow-Up,CTV3
XaIet,Chronic Obstructive Pulmonary Disease Annual Review,CTV3
XaIu7,Chronic Obstructive Pulmonary Disease Monitoring By Nurse,CTV3
XaIu8,Chronic Obstructive Pulmonary Disease Monitoring By Doctor,CTV3
XaJ4k,Excepted From Copd Quality Indicators: Patient Unsuitable,CTV3
XaJFu,Admit Copd Emergency,CTV3
XaJYf,Chronic Obstructive Pulmonary Disease Clini Management Plan,CTV3
XaJlS,Chronic Obstructive Pulmonary Disease Monitoring Admin,CTV3
XaJlT,Chronic Obstructive Pulmonary Disease Monitoring 1st Letter,CTV3
XaJlU,Chronic Obstructive Pulmonary Disease Monitoring 2nd Letter,CTV3
XaJlV,Chronic Obstructive Pulmonary Disease Monitoring 3rd Letter,CTV3
XaJlW,Chronic Obstructive Pulmonary Disease Monitoring Verb Invite,CTV3
XaJlY,Chronic Obstructive Pulmonary Disease Monitor Phone Invite,CTV3
XaK8Q,Chronic Obstructive Pulmonary Disease Finding,CTV3
XaK8R,Copd Accident And Emergency Attendance Since Last Visit,CTV3
XaK8S,Emergency Copd Admission Since Last Appointment,CTV3
XaK8U,Number Of Copd Exacerbations In Past Year,CTV3
XaKv8,Chronic Obstructive Pulmonary Disease Disturbs Sleep,CTV3
XaKv9,Chronic Obstructive Pulmonary Disease Does Not Disturb Sleep,CTV3
XaKzy,Multiple Copd Emergency Hospital Admissions,CTV3
XaL2O,"Pneumonitis, Unspecified",CTV3
XaLcH,Single Lobe Lung Transplant,CTV3
XaLqj,Health Education - Chronic Obstructive Pulmonary Disease,CTV3
XaMzI,Cystic Fibrosis Related Diabetes Mellitus,CTV3
XaN4a,Very Severe Chronic Obstructive Pulmonary Disease,CTV3
XaO5l,Chronic Type 1 Respiratory Failure,CTV3
XaO5m,Chronic Type 2 Respiratory Failure,CTV3
XaOYV,Recurrent Pulmonary Embolism,CTV3
XaPZH,Copd Patient Unsuitable For Pulmonary Rehabilitation,CTV3
XaPZH,Copd Patient Unsuitable For Pulmonary Rehabilitation,CTV3
XaPls,Referred For Copd Structured Smoking Assessment,CTV3
XaPls,Referred For Copd Structured Smoking Assessment,CTV3
XaPlu,Copd Structured Smoking Assessment Declined,CTV3
XaPlu,Copd Structured Smoking Assessment Declined,CTV3
XaPzu,At Risk Of Chronic Obstructive Pulmonary Diseas Exacerbation,CTV3
XaQvd,Cystic Fibrosis Annual Review,CTV3
XaRCG,Step Down Change In Copd Management Plan,CTV3
XaRCH,Step Up Change In Copd Management Plan,CTV3
XaREX,Arthropathy In Cystic Fibrosis,CTV3
XaREZ,Cystic Fibrosis With Distal Intestinal Obstruction Syndrome,CTV3
XaREa,Liver Disease Due To Cystic Fibrosis,CTV3
XaREd,Fibrosing Colonopathy,CTV3
XaW9D,Issue Of Chronic Obstructive Pulmonary Disease Rescue Pack,CTV3
XaXCa,Chronic Obstructive Pulmonary Disease 3 Monthly Review,CTV3
XaXCb,Chronic Obstructive Pulmonary Disease 6 Monthly Review,CTV3
XaXi9,Cystic Fibrosis Related Cirrhosis,CTV3
XaXlE,Respiratory Bronchiolitis Associated Interstitial Lung Dis,CTV3
XaXlF,Interstitial Lung Disease Due To Collagen Vascular Disease,CTV3
XaXlJ,Interstitial Lung Disease Due To Connective Tissue Disease,CTV3
XaXnt,Gp Ooh Service Notified Of Copd Care Plan,CTV3
XaXzy,Preferred Place Of Care For Next Exacerbation Of Copd,CTV3
XaY05,Chronic Obstructiv Pulmonary Disease Medication Optimisation,CTV3
XaY0w,Referral To Copd Community Nursing Team,CTV3
XaYR1,Bronchiolitis Obliterans Syndrome After Lung Transplantation,CTV3
XaYZO,Copd Self-Management Plan Review,CTV3
XaYbA,Copd Self-Management Plan Agreed,CTV3
XaYby,Hantavirus Pulmonary Syndrome,CTV3
XaYuZ,Chronic Obstructve Pulmonry Disease Rescue Pack Not Indicatd,CTV3
XaZ6U,On Chronic Obstructive Pulmonary Disease Supprtv Cre Pathway,CTV3
XaZ6U,On Chronic Obstructive Pulmonary Disease Supprtv Cre Pathway,CTV3
XaZ8t,Has Chronic Obstructive Pulmonary Disease Care Plan,CTV3
XaZd1,Acute Non-Infective Exacerbation Of Copd,CTV3
XaZee,Chronic Obstructive Pulmonary Disease Care Pathway,CTV3
XaZoz,Seen In Chronic Obstructive Pulmonary Disease Clinic,CTV3
XaZp7,Chronic Obstructive Pulmonary Disease Rescue Pack Declined,CTV3
XaZp8,Chronic Obstructive Pulmon Dis Wr Self Managem Plan Declined,CTV3
XaZr7,Exacerbation Of Cystic Fibrosis,CTV3
Xaa7C,Eosinophilic Bronchitis,CTV3
Xaam4,Chronic Obstruct Pulmonary Disease Management Plan Declined,CTV3
XaavA,Shared Care Chronic Obstructive Pulmonary Disease Monitoring,CTV3
Xabud,H/O: Bronchiectasis,CTV3
Xac33,Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrom,CTV3
Xac8s,Telehealth Chronic Obstructive Pulmonary Disease Monitoring,CTV3
XafhZ,Copd Monitoring Email Invitation,CTV3
Xafhe,Copd Monitring Short Message Service Text Message Invitation,CTV3
Xafir,Copd Monitoring Sms Text Message First Invitation,CTV3
Xafit,Copd Monitoring Sms Text Message Second Invitation,CTV3
Xafiu,Copd Monitoring Sms Text Message Third Invitation,CTV3
Y1f1b,Chronic Obstructive Pulmonary Disease Monitoring Invitation,CTV3
Y1f94,Quality And Outcomes Framework Chronic Obstructive Pulmonary Disease Quality Indicator-Related Care Invitation (Procedure),CTV3
Y1f95,Excepted From Chronic Obstructive Pulmonary Disease Quality Indicators - Service Unavailable (Finding),CTV3
Y2708,Cystic Fibrosis Screening Test,CTV3
Y2710,Cystic Fibrosis Positive,CTV3
J841,J84.1 Other Interstitial Pulmonary Diseases With Fibrosis,ICD10
B221,B22.1 Hiv Disease Resulting In Lymphoid Interstitial Pneumonitis,ICD10
D862,D86.2 Sarcoidosis Of Lung With Sarcoidosis Of Lymph Nodes,ICD10
E849,"E84.9 Cystic Fibrosis, Unspecified",ICD10
E840,E84.0 Cystic Fibrosis With Pulmonary Manifestations,ICD10
E841,E84.1 Cystic Fibrosis With Intestinal Manifestations,ICD10
J219,"J21.9 Acute Bronchiolitis, Unspecified",ICD10
J449,"J44.9 Chronic Obstructive Pulmonary Disease, Unspecified",ICD10
J67,J67 Hypersensitivity Pneumonitis Due To Organic Dust,ICD10
J410,J41.0 Simple Chronic Bronchitis,ICD10
J411,J41.1 Mucopurulent Chronic Bronchitis,ICD10
J448,J44.8 Other Specified Chronic Obstructive Pulmonary Disease,ICD10
J684,"J68.4 Chronic Respiratory Conditions Due To Chemicals, Gases, Fumes And Vapours",ICD10
J701,J70.1 Chronic And Other Pulmonary Manifestations Due To Radiation,ICD10
J441,"J44.1 Chronic Obstructive Pulmonary Disease With Acute Exacerbation, Unspecified",ICD10
J418,J41.8 Mixed Simple And Mucopurulent Chronic Bronchitis,ICD10
J439,"J43.9 Emphysema, Unspecified",ICD10
J438,J43.8 Other Emphysema,ICD10
J431,J43.1 Panlobular Emphysema,ICD10
J432,J43.2 Centrilobular Emphysema,ICD10
J430,J43.0 Macleod's Syndrome,ICD10
Q334,Q33.4 Congenital Bronchiectasis,ICD10
J679,J67.9 Hypersensitivity Pneumonitis Due To Unspecified Organic Dust,ICD10
J670,J67.0 Farmer's Lung,ICD10
J671,J67.1 Bagassosis,ICD10
J672,J67.2 Bird Fancier's Lung,ICD10
J673,J67.3 Suberosis,ICD10
J674,J67.4 Maltworker's Lung,ICD10
J675,J67.5 Mushroom-Worker's Lung,ICD10
J676,J67.6 Maple-Bark-Stripper's Lung,ICD10
J677,J67.7 Air-Conditioner And Humidifier Lung,ICD10
J678,J67.8 Hypersensitivity Pneumonitis Due To Other Organic Dusts,ICD10
J440,J44.0 Chronic Obstructive Pulmonary Disease With Acute Lower Respiratory Infection,ICD10
J628,J62.8 Pneumoconiosis Due To Other Dust Containing Silica,ICD10
J620,J62.0 Pneumoconiosis Due To Talc Dust,ICD10
J638,J63.8 Pneumoconiosis Due To Other Specified Inorganic Dusts,ICD10
J630,J63.0 Aluminosis (Of Lung),ICD10
J631,J63.1 Bauxite Fibrosis (Of Lung),ICD10
J632,J63.2 Berylliosis,ICD10
J633,J63.3 Graphite Fibrosis (Of Lung),ICD10
J634,J63.4 Siderosis,ICD10
J635,J63.5 Stannosis,ICD10
J668,J66.8 Airway Disease Due To Other Specific Organic Dusts,ICD10
J660,J66.0 Byssinosis,ICD10
J662,J66.2 Cannabinosis,ICD10
J680,"J68.0 Bronchitis And Pneumonitis Due To Chemicals, Gases, Fumes And Vapours",ICD10
J688,"J68.8 Other Respiratory Conditions Due To Chemicals, Gases, Fumes And Vapours",ICD10
J690,J69.0 Pneumonitis Due To Food And Vomit,ICD10
J954,J95.4 Mendelson's Syndrome,ICD10
O290,O29.0 Pulmonary Complications Of Anaesthesia During Pregnancy,ICD10
O740,O74.0 Aspiration Pneumonitis Due To Anaesthesia During Labour And Delivery,ICD10
O890,O89.0 Pulmonary Complications Of Anaesthesia During The Puerperium,ICD10
J700,J70.0 Acute Pulmonary Manifestations Due To Radiation,ICD10
J704,"J70.4 Drug-Induced Interstitial Lung Disorder, Unspecified",ICD10
J702,J70.2 Acute Drug-Induced Interstitial Lung Disorders,ICD10
J703,J70.3 Chronic Drug-Induced Interstitial Lung Disorders,ICD10
J850,J85.0 Gangrene And Necrosis Of Lung,ICD10
J708,J70.8 Respiratory Conditions Due To Other Specified External Agents,ICD10
J709,J70.9 Respiratory Conditions Due To Unspecified External Agent,ICD10
J848,J84.8 Other Specified Interstitial Pulmonary Diseases,ICD10
D860,D86.0 Sarcoidosis Of Lung,ICD10
J982,J98.2 Interstitial Emphysema,ICD10
J983,J98.3 Compensatory Emphysema,ICD10
M32,M32 Systemic Lupus Erythematosus,ICD10
