code,description,type
XE12K,Diabetes: [Peripheral Circulatory Disease] Or [Gangrene],CTV3
XE12M,Diabetes With Other Complications,CTV3
XE12Q,Hypoglycaemic Coma (& [Insulin]),CTV3
XE15k,Diabetic Polyneuropathy,CTV3
XE15n,Myasthenic Syndrome Due To Diabetic Amyotrophy,CTV3
XE18r,(Secondary Cataract) Or (Diabetic Cataract),CTV3
XE1T2,Diabetic Monitoring - Injection Sites,CTV3
XE1T3,Diabetic - Poor Control,CTV3
XE1V0,Diabetic Treatment Changed (& [Date]),CTV3
XE1V2,Diabetic - Poor Control (& [Unstable]),CTV3
XE24t,Hb. A1c - Diabetic Control,CTV3
XE2Nd,Diabetes Monitoring Admin.,CTV3
XE2Ne,Diabetes Monitoring Check Done,CTV3
XM0cY,Diabetes Treatment Satisfaction Questionnaire,CTV3
XM0cZ,Diabetes Wellbeing Questionnaire,CTV3
XM0q4,Diabetic Coma,CTV3
XM19i,[Edta]Diabetes Type I Associated With Renal Failure,CTV3
XM19j,[Edta] Diabetes Type Ii Associated With Renal Failure,CTV3
XM1Qx,Diabetes Mellitus With Gangrene,CTV3
XM1Rs,Diabetes Clinic Administration,CTV3
XM1Xk,Unstable Diabetes,CTV3
XSETH,Maturity Onset Diabetes Mellitus In Young,CTV3
XSETp,Diabetes Mellitus Due To Insulin Receptor Antibodies,CTV3
Xa0lK,Diabetic (Femoral Mononeuropathy) & (Diabetic Amyotrophy),CTV3
Xa1J5,Diabetic Foot,CTV3
Xa2h7,Dietary Advice For Diabetes Mellitus,CTV3
Xa2h9,Dietary Advice For Type I Diabetes,CTV3
Xa2hA,Dietary Advice For Type Ii Diabetes,CTV3
Xa3ee,Diabetes With Ketoacidosis - No Coma,CTV3
Xa4g7,Unstable Type I Diabetes Mellitus,CTV3
Xa9FG,Postpancreatectomy Hypoinsulinaemia,CTV3
XaA6b,Perceived Control Of Insulin-Dependent Diabetes,CTV3
XaBLf,O/E - Right Diabetic Foot At Risk,CTV3
XaBLg,O/E - Left Diabetic Foot At Risk,CTV3
XaBTC,Referral To Diabetic Liaison Nurse,CTV3
XaBU8,Diabetes Monitoring Call,CTV3
XaBU9,Diabetes Monitoring Status,CTV3
XaBZQ,Subcutaneous Injection Of Insulin,CTV3
XaBuj,Education Score - Diabetes,CTV3
XaBul,Retinal Abnormality - Diabetes-Related,CTV3
XaBun,Foot Abnormality - Diabetes-Related,CTV3
XaBwj,H/O: Admission In Last Year For Diabetes Foot Problem,CTV3
XaCES,Hba1 - Diabetic Control,CTV3
XaCET,Hba1 Less Than 7% - Good Control,CTV3
XaCEU,Hba1 7-10% - Borderline Control,CTV3
XaCEV,Hba1 Greater Than 10% - Bad Control,CTV3
XaCGh,Diabetes Monitoring Invitation,CTV3
XaCJ2,Diabetic Hyperosmolar Non-Ketotic State,CTV3
XaD2T,Advanced Diabetic Retinal Disease,CTV3
XaE46,Referral To Diabetes Nurse,CTV3
XaE4q,Attending Diabetes Clinic,CTV3
XaE5T,Mild Non Proliferative Diabetic Retinopathy,CTV3
XaE5U,Moderate Non Proliferative Diabetic Retinopathy,CTV3
XaE5V,Severe Non Proliferative Diabetic Retinopathy,CTV3
XaE5W,Proliferative Diabetic Retinopathy - Non High Risk,CTV3
XaE5X,Proliferative Diabetic Retinopathy - High Risk,CTV3
XaE5Y,Proliferative Diabetic Retinopathy - Quiescent,CTV3
XaE5Z,Proliferative Diabetic Retinopathy - Iris Neovascularisation,CTV3
XaE5a,Diabetic Vitreous Haemorrhage,CTV3
XaE5c,Diabetic Macular Oedema,CTV3
XaEHw,[V]Admitted For Conversion To Insulin,CTV3
XaEHx,[V]Admitted For Commencement Of Insulin,CTV3
XaEJQ,Seen In Diabetic Eye Clinic,CTV3
XaELP,Type I Diabetes Mellitus Without Complication,CTV3
XaELQ,Type Ii Diabetes Mellitus Without Complication,CTV3
XaEVO,Diffuse Diabetic Maculopathy,CTV3
XaEVP,Focal Diabetic Maculopathy,CTV3
XaEVS,Ischaemic Diabetic Maculopathy,CTV3
XaEVT,Mixed Diabetic Maculopathy,CTV3
XaEgI,Diabetic On Insulin And Oral Treatment,CTV3
XaEnn,Type I Diabetes Mellitus With Mononeuropathy,CTV3
XaEno,Type I Diabetes Mellitus With Polyneuropathy,CTV3
XaEnp,Type Ii Diabetes Mellitus With Mononeuropathy,CTV3
XaEnq,Type Ii Diabetes Mellitus With Polyneuropathy,CTV3
XaF04,Type I Diabetes Mellitus With Nephropathy,CTV3
XaF05,Type Ii Diabetes Mellitus With Nephropathy,CTV3
XaFWG,Type I Diabetes Mellitus With Hypoglycaemic Coma,CTV3
XaFWI,Type Ii Diabetes Mellitus With Hypoglycaemic Coma,CTV3
XaFm8,Type I Diabetes Mellitus With Diabetic Cataract,CTV3
XaFmA,Type Ii Diabetes Mellitus With Diabetic Cataract,CTV3
XaFmK,Type I Diabetes Mellitus With Peripheral Angiopathy,CTV3
XaFmL,Type I Diabetes Mellitus With Arthropathy,CTV3
XaFmM,Type I Diabetes Mellitus With Neuropathic Arthropathy,CTV3
XaFn7,Type Ii Diabetes Mellitus With Peripheral Angiopathy,CTV3
XaFn8,Type Ii Diabetes Mellitus With Arthropathy,CTV3
XaFn9,Type Ii Diabetes Mellitus With Neuropathic Arthropathy,CTV3
XaFsp,Diabetes Resolved,CTV3
XaFvj,Diabetic Lipid Lowering Diet,CTV3
XaFvk,Diabetic Weight Reducing Diet,CTV3
XaFx7,Diab Mellit Insulin-Glucose Infus Acute Myocardial Infarct,CTV3
XaIIe,Diabetes Care By Hospital Only,CTV3
XaIIj,Diabetic Retinopathy Screening,CTV3
XaIP5,Non Proliferative Diabetic Retinopathy,CTV3
XaIPk,O/E - Diabetic Maculopathy Present Both Eyes,CTV3
XaIQS,Refer To Diabetic Foot Screener,CTV3
XaIW8,High Risk Non Proliferative Diabetic Retinopathy,CTV3
XaIeH,O/E - Right Diabetic Foot At Low Risk,CTV3
XaIeI,O/E - Right Diabetic Foot At High Risk,CTV3
XaIeJ,O/E - Right Diabetic Foot - Ulcerated,CTV3
XaIeK,O/E - Left Diabetic Foot - Ulcerated,CTV3
XaIeL,O/E - Left Diabetic Foot At Low Risk,CTV3
XaIeM,O/E - Left Diabetic Foot At High Risk,CTV3
XaIeR,O/E - Left Diabetic Foot At Moderate Risk,CTV3
XaIeS,O/E - Right Diabetic Foot At Moderate Risk,CTV3
XaIeT,Diabetic Foot Risk Assessment,CTV3
XaIeU,Diabetic Pre-Pregnancy Counselling,CTV3
XaIeo,Diabetes: Shared Care In Pregnancy - Diabetol And Obstet,CTV3
XaIfG,Type Ii Diabetes On Insulin,CTV3
XaIfI,Type Ii Diabetes On Diet Only,CTV3
XaIfM,Diabetes Medication Review,CTV3
XaIok,Diabetic Monitoring Not Required,CTV3
XaIrL,Diabetic Diet - Good Compliance,CTV3
XaIrM,Diabetic Diet - Poor Compliance,CTV3
XaIrf,Hyperosmolar Non-Ketotic State In Type Ii Diabetes Mellitus,CTV3
XaIuE,Diabetic Foot Examination,CTV3
XaIyt,Diabetic Peripheral Neuropathy Screening,CTV3
XaIyu,Hypoglycaemic Attack Requiring 3rd Party Assistance,CTV3
XaIyz,Diabetes Mellitus With Persistent Microalbuminuria,CTV3
XaIz0,Diabetes Mellitus With Persistent Proteinuria,CTV3
XaIzM,Type 1 Diabetes Mellitus With Persistent Proteinuria,CTV3
XaIzN,Type 1 Diabetes Mellitus With Persistent Microalbuminuria,CTV3
XaIzQ,Type Ii Diabetes Mellitus With Persistent Proteinuria,CTV3
XaIzR,Type Ii Diabetes Mellitus With Persistent Microalbuminuria,CTV3
XaJ4Q,Exception Reporting: Diabetes Quality Indicators,CTV3
XaJ4h,Excepted From Diabetes Qual Indicators: Patient Unsuitable,CTV3
XaJ4i,Excepted From Diabetes Quality Indicators: Informed Dissent,CTV3
XaJ5j,Patient On Maximal Tolerated Therapy For Diabetes,CTV3
XaJEN,Seen In Diabetic Foot Clinic,CTV3
XaJLa,Diabetic Retinopathy 12 Month Review,CTV3
XaJLb,Diabetic Retinopathy 6 Month Review,CTV3
XaJO3,Under Care Of Diabetologist,CTV3
XaJO4,Under Care Of Diabetes Specialist Nurse,CTV3
XaJO9,Under Care Of Diabetic Foot Screener,CTV3
XaJOD,Diabetic Retinopathy Screening Not Indicated,CTV3
XaJOE,Diabetic Foot Examination Not Indicated,CTV3
XaJOO,Patient Held Diabetic Record Issued,CTV3
XaJOg,O/E - Right Eye Background Diabetic Retinopathy,CTV3
XaJOh,O/E - Left Eye Background Diabetic Retinopathy,CTV3
XaJOi,O/E - Right Eye Preproliferative Diabetic Retinopathy,CTV3
XaJOj,O/E - Left Eye Preproliferative Diabetic Retinopathy,CTV3
XaJOk,O/E - Right Eye Proliferative Diabetic Retinopathy,CTV3
XaJOl,O/E - Left Eye Proliferative Diabetic Retinopathy,CTV3
XaJOn,O/E - Right Eye Diabetic Maculopathy,CTV3
XaJOo,O/E - Left Eye Diabetic Maculopathy,CTV3
XaJQp,Type Ii Diabetes Mellitus With Exudative Maculopathy,CTV3
XaJSr,Type 1 Diabetes Mellitus With Exudative Maculopathy,CTV3
XaJUH,Insulin Autoimmune Syndrome,CTV3
XaJYg,Diabetes Clinical Management Plan,CTV3
XaJix,Diabetic Foot Examination Declined,CTV3
XaJkQ,Diabetic Retinopathy Screening Refused,CTV3
XaJlI,Pan Retinal Photocoagulation For Diabetes,CTV3
XaKDG,O/E - Right Eye Stable Treated Prolif Diabetic Retinopathy,CTV3
XaKDH,O/E - Left Eye Stable Treated Prolif Diabetic Retinopathy,CTV3
XaKGs,Patient Diabetes Education Review,CTV3
XaKGy,Referral To Diabetes Structured Education Programme,CTV3
XaKH0,Attended Diabetes Structured Education Programme,CTV3
XaKHD,Transition Of Diabetes Care Options Discussed,CTV3
XaKHh,O/E - Right Chronic Diabetic Foot Ulcer,CTV3
XaKHi,O/E - Left Chronic Diabetic Foot Ulcer,CTV3
XaKOF,Patient Held Diabetic Record Declined,CTV3
XaKSn,Diabetes Care Plan Agreed,CTV3
XaKSp,Patient Offered Diabetes Structured Education Programme,CTV3
XaKT5,Diabetic Patient Unsuitable For Digital Retinal Photography,CTV3
XaKaW,Diabetic Retinopathy Screening Offered,CTV3
XaKbu,Discharged From Care Of Diabetes Specialist Nurse,CTV3
XaKcS,O/E - Sight Threatening Diabetic Retinopathy,CTV3
XaKjW,Diabetic Monitoring - Injection Site Check Declined,CTV3
XaKjX,Diabetic Monitoring - Injection Site Not Checked,CTV3
XaKjY,Hypoglycaemic Warning Impaired,CTV3
XaKjZ,Hypoglycaemic Warning Good,CTV3
XaKtr,Insulin Therapy Declined,CTV3
XaKvV,Insulin Needles Changed Daily,CTV3
XaKvW,Insulin Needles Changed For Each Injection,CTV3
XaKwQ,Diabetic 6 Month Review,CTV3
XaKyW,Type 1 Diabetes Mellitus With Gastroparesis,CTV3
XaKyX,Type Ii Diabetes Mellitus With Gastroparesis,CTV3
XaKzO,Referral To Multidisciplinary Diabetic Clinic,CTV3
XaL1R,Insulin Needles Changed Less Than Once A Day,CTV3
XaL1S,Did Not Attend Diabetic Retinopathy Clinic,CTV3
XaL2E,Diabetic Monitoring - Lower Risk Albumin Excretion,CTV3
XaL2F,Diabetic Monitoring - Higher Risk Albumin Excretion,CTV3
XaLMa,Referral To Diabetic Register,CTV3
XaLMy,Patient Consent Given For Addition To Diabetic Register,CTV3
XaLP3,Referral To Diabetic Eye Clinic,CTV3
XaLSk,Diabetic - Adequate Control,CTV3
XaLsL,Diabetic Digital Retinopathy Screening Offered,CTV3
XaMFF,Referral For Diabetic Retinopathy Screening,CTV3
XaMdq,Insulin Dose Changed,CTV3
XaMhJ,Diabetes Type 1 Review,CTV3
XaMhK,Diabetes Type Ii Review,CTV3
XaMhQ,Referral To Community Diabetes Specialist Nurse,CTV3
XaMzI,Cystic Fibrosis Related Diabetes Mellitus,CTV3
XaN1z,Attend Diabetes Educ Self Manage Ongo New Diagn Struct Prog,CTV3
XaNHW,Di Struc Educ Prog Co ([Di Struc Ed Prog Co] Sno Map Type),CTV3
XaNT8,Attended Xpert Diabetes Structured Education Programme,CTV3
XaNTA,Attended Dafne Diabetes Structured Education Programme,CTV3
XaNTB,Dafne Diabetes Structured Education Programme Completed,CTV3
XaNTC,Desmond Structured Programme Completed,CTV3
XaNTD,Xpert Diabetes Structured Education Programme Completed,CTV3
XaNTH,Diabetes Structured Education Programme Declined,CTV3
XaNTQ,Referral To Dafne Diabetes Structured Education Programme,CTV3
XaNTS,Referral To Desmond Diabetes Structured Programme,CTV3
XaNTT,Referral To Xpert Diabetes Structured Education Programme,CTV3
XaNTa,Did Not Attend Diabetes Structured Education Programme,CTV3
XaNTd,Did Not Complete Diabetes Structured Education Programme,CTV3
XaNTe,Did Not Complete Dafne Diabetes Structured Education Program,CTV3
XaNTf,Did Not Complete Desmond Structured Programme,CTV3
XaNTg,Did Not Complet Xpert Diabetes Structured Education Programm,CTV3
XaNU1,Did Not Attend Dafne Diabetes Structured Education Programme,CTV3
XaNU2,Did Not Attend Desmond Structured Programme,CTV3
XaNU3,Did Not Attend Xpert Diabetes Structured Education Programme,CTV3
XaON1,Referral To Diabetes Special Interest General Practitioner,CTV3
XaOPt,Maternally Inherited Diabetes Mellitus,CTV3
XaOPu,Latent Autoimmune Diabetes Mellitus In Adult,CTV3
XaP4P,Referral To Children's Diabetes Nurse Specialist,CTV3
XaP5E,Insulin Initiation Enhanced Services Administration,CTV3
XaP63,Insulin Treatment Initiated,CTV3
XaPQH,Diabetic Foot Screen,CTV3
XaPaa,Eligible For Diabetic Retinopathy Screening,CTV3
XaPab,Ineligible For Diabetic Retinopathy Screening,CTV3
XaPac,Eligibility Temporarily Inactive For Diabetic Retinop Screen,CTV3
XaPad,Eligibility Permanently Inactive For Diabetic Retinop Screen,CTV3
XaPbv,Does Rotate Site Of Insulin Injection,CTV3
XaPem,Diabetic Retinopathy Screening Administrative Status,CTV3
XaPen,Impaired Vision Due To Diabetic Retinopathy,CTV3
XaPjH,Excluded From Diabetic Retinopathy Screening As Moved Away,CTV3
XaPjI,Excluded From Diabetic Retinopathy Screening As Deceased,CTV3
